con	fwhm	motion	model	jaccard	spearman	ses1_icc_cohensd	ses2_icc_cohensd
Sgain-Neut	8.4	opt1	CueMod	0.17640137826708127	0.49636554530148486	0.2693616464388351	0.2299668507674049
Sgain-Neut	8.4	opt1	AntMod	0.1558993740403921	0.4884420163803999	0.2903062579272493	0.24430965861067697
Sgain-Neut	8.4	opt1	FixMod	0.15593901214279193	0.5303048298394168	0.23853844221837614	0.2725350782826596
Sgain-Neut	8.4	opt2	CueMod	0.1093344554316572	0.5077749022491573	0.20429018585639433	0.2862869805287731
Sgain-Neut	8.4	opt2	AntMod	0.09951314508276533	0.5098726668146676	0.2693818870352754	0.27004067843189467
Sgain-Neut	8.4	opt2	FixMod	0.12038879534670135	0.5364548698950962	0.2523486935267914	0.26277838408015375
Sgain-Neut	8.4	opt3	CueMod	0.13607113607113605	0.5120322665157951	0.12855226832889988	0.23574287990351225
Sgain-Neut	8.4	opt3	AntMod	0.11302370899642741	0.5158145585487516	0.13105235106388718	0.2127585597349891
Sgain-Neut	8.4	opt3	FixMod	0.11415190984926094	0.5389755575780142	0.13215501330462887	0.21377666024061714
Sgain-Neut	8.4	opt4	CueMod	0.1375579598145286	0.5127068517450054	0.1180731623302687	0.2494275273535915
Sgain-Neut	8.4	opt4	AntMod	0.11842189809162756	0.5131952940812936	0.11171621309694173	0.21316964381905998
Sgain-Neut	8.4	opt4	FixMod	0.11560569047276907	0.5306428825627099	0.09583005301324198	0.19053098146942715
Lgain-Base	3.6	opt1	CueMod	0.23410852713178293	0.9090314550800538	-0.3902366298464164	-0.39319196814872603
Lgain-Base	3.6	opt1	AntMod	0.3702801818981956	0.8911641527369242	0.05764985033474748	0.03817503548429937
Lgain-Base	3.6	opt1	FixMod	0.5144274854953851	0.8518331911688571	0.4704130962676195	0.4420884099160715
Lgain-Base	3.6	opt2	CueMod	0.23755139333028777	0.9094953543337028	-0.38562369644339517	-0.37375013311921995
Lgain-Base	3.6	opt2	AntMod	0.3905878784815246	0.894769346134154	0.06032166163547667	0.044438391435481735
Lgain-Base	3.6	opt2	FixMod	0.5320477980295942	0.8358428331002716	0.4710549436846007	0.44765728907778
Lgain-Base	3.6	opt3	CueMod	0.26852491745373575	0.9184534318011632	-0.34331242172166493	-0.33248523424400356
Lgain-Base	3.6	opt3	AntMod	0.40551150192352986	0.9032199433800102	0.031141667729406283	0.013135878047908356
Lgain-Base	3.6	opt3	FixMod	0.4634667978915691	0.8349280399978558	0.4504060444550173	0.42302086951536855
Lgain-Base	3.6	opt4	CueMod	0.2691260961596614	0.9190761515069715	-0.3410506437906764	-0.33407966079813606
Lgain-Base	3.6	opt4	AntMod	0.405731681713206	0.9010864233620747	0.030462381379706256	0.009558219546992113
Lgain-Base	3.6	opt4	FixMod	0.4615223157211823	0.8287547535612861	0.44130907321645024	0.4045153516058837
Lgain-Base	4.8	opt1	CueMod	0.26466636811464395	0.9326210149835776	-0.3761068853558455	-0.3856678702628738
Lgain-Base	4.8	opt1	AntMod	0.42795238592461105	0.9274012172171029	0.04910434407982939	0.03089284541969009
Lgain-Base	4.8	opt1	FixMod	0.593373673542387	0.8864095799459305	0.4735327771011719	0.454293005949539
Lgain-Base	4.8	opt2	CueMod	0.28820490744726646	0.9307720375362966	-0.36201358662197614	-0.35360571594934714
Lgain-Base	4.8	opt2	AntMod	0.4456321738368528	0.9299852874712997	0.04368719336802507	0.029866919937585206
Lgain-Base	4.8	opt2	FixMod	0.6132143072400098	0.8699659199750781	0.44465315635692076	0.42898749527019964
Lgain-Base	4.8	opt3	CueMod	0.32324937537983656	0.9424919874710006	-0.3203842823718417	-0.3133608490666244
Lgain-Base	4.8	opt3	AntMod	0.46708435891698363	0.936023579349432	0.02860921487624818	0.012492530411845823
Lgain-Base	4.8	opt3	FixMod	0.5504437631111828	0.8711506476547369	0.43075096064101986	0.4161293076693665
Lgain-Base	4.8	opt4	CueMod	0.33110099115992503	0.9434180402823309	-0.3207427858741283	-0.31604918408089
Lgain-Base	4.8	opt4	AntMod	0.46793317165184584	0.9342974708492838	0.024284653183892967	0.004401726894208491
Lgain-Base	4.8	opt4	FixMod	0.5492201067991105	0.8662669590766227	0.42200278689912163	0.39348893349262126
Lgain-Base	6.0	opt1	CueMod	0.25266429840142096	0.9456504875692917	-0.3666858125125694	-0.3825796110191088
Lgain-Base	6.0	opt1	AntMod	0.4560085836909872	0.9465291978351867	0.041164240782360105	0.023785683247042257
Lgain-Base	6.0	opt1	FixMod	0.650940261360785	0.9066525690509313	0.4867238509570709	0.47546339886756084
Lgain-Base	6.0	opt2	CueMod	0.3060517484031612	0.9420531239866418	-0.34343596622810774	-0.34007949085640277
Lgain-Base	6.0	opt2	AntMod	0.4766692033484199	0.9484841717416259	0.02701746260016465	0.014686242780990014
Lgain-Base	6.0	opt2	FixMod	0.6650778519224658	0.8911713687491867	0.4247686520725696	0.4185367555659193
Lgain-Base	6.0	opt3	CueMod	0.36760554133018186	0.9551761078741046	-0.29614048796695663	-0.293349103315331
Lgain-Base	6.0	opt3	AntMod	0.5034449510877207	0.9534783320553576	0.028523105651062492	0.013541532131479695
Lgain-Base	6.0	opt3	FixMod	0.6155793148592625	0.8909836757724947	0.40350459394766275	0.4079239051953066
Lgain-Base	6.0	opt4	CueMod	0.3673169171730093	0.9560292903633687	-0.2978012985007402	-0.2956698402920498
Lgain-Base	6.0	opt4	AntMod	0.5078713210130048	0.9519411914307134	0.020383517128774557	0.0011683373977103724
Lgain-Base	6.0	opt4	FixMod	0.6148038684945938	0.8880724193231008	0.39606534890893763	0.38316045350183997
Lgain-Base	7.2	opt1	CueMod	0.22917403087074348	0.9530864780226045	-0.3655493133329424	-0.3861631433484722
Lgain-Base	7.2	opt1	AntMod	0.4721189591078067	0.9574417523899584	0.034165776997144806	0.01844237488088949
Lgain-Base	7.2	opt1	FixMod	0.6942929427768666	0.9200922236648087	0.5065881647330726	0.5021888607517698
Lgain-Base	7.2	opt2	CueMod	0.2985420041657024	0.9483757470753374	-0.33342542054436614	-0.33477392914767823
Lgain-Base	7.2	opt2	AntMod	0.49718430848525347	0.9588093411814583	0.012785043870997733	0.0017974695681142266
Lgain-Base	7.2	opt2	FixMod	0.7018509598844009	0.9060290001493841	0.41497430083863257	0.41779922078678944
Lgain-Base	7.2	opt3	CueMod	0.3882588392261508	0.9620785985432523	-0.27494680483514156	-0.2757643087299172
Lgain-Base	7.2	opt3	AntMod	0.5348582230623818	0.9633995275434409	0.03309319256342481	0.018091497458564726
Lgain-Base	7.2	opt3	FixMod	0.6553724402931339	0.9026671827129025	0.37755764422969196	0.4014082919883124
Lgain-Base	7.2	opt4	CueMod	0.39081805176225776	0.9627313279137439	-0.27680237130502877	-0.2768793961016774
Lgain-Base	7.2	opt4	AntMod	0.5413028623491003	0.9619201643817233	0.022573604859176567	0.0030537836766204164
Lgain-Base	7.2	opt4	FixMod	0.6564967306074829	0.9020715760683702	0.37229171927121835	0.3764236711215454
Lgain-Base	8.4	opt1	CueMod	0.19252133857200923	0.9573717645840218	-0.3713561304656248	-0.3946508023970413
Lgain-Base	8.4	opt1	AntMod	0.4798687038042836	0.9641158675025226	0.02738050945112036	0.014624400618483791
Lgain-Base	8.4	opt1	FixMod	0.7261962476365929	0.929711020959249	0.5265826062458845	0.5289596105526864
Lgain-Base	8.4	opt2	CueMod	0.27754459601259185	0.9521394223588616	-0.3296771463826769	-0.3345444526908064
Lgain-Base	8.4	opt2	AntMod	0.5140514560361888	0.9651152692957479	0.0007340635794448788	-0.008894943890602223
Lgain-Base	8.4	opt2	FixMod	0.7281374956923196	0.9172137903053725	0.41117304398024784	0.4214600688319252
Lgain-Base	8.4	opt3	CueMod	0.393694759551813	0.9661507840773821	-0.25760404309997925	-0.2612864017132874
Lgain-Base	8.4	opt3	AntMod	0.5628198048960059	0.9695884314584339	0.041351266710502176	0.025793152763159136
Lgain-Base	8.4	opt3	FixMod	0.687140066144829	0.9097726606500569	0.3542585178514136	0.3935749198579541
Lgain-Base	8.4	opt4	CueMod	0.3982493044717378	0.96658297961688	-0.2597773775106833	-0.26130828448886656
Lgain-Base	8.4	opt4	AntMod	0.5684068821804635	0.968077585687782	0.031000161161351028	0.010684706766083206
Lgain-Base	8.4	opt4	FixMod	0.6893503686262401	0.9112449743894925	0.3518357529963755	0.37100508022757706
Sgain-Base	3.6	opt1	CueMod	0.2571428571428572	0.8879032785749499	-0.4420095402051075	-0.4240146222230271
Sgain-Base	3.6	opt1	AntMod	0.3520790448744339	0.8802027114949742	-0.07128888970195311	-0.07963759267711128
Sgain-Base	3.6	opt1	FixMod	0.469110002625361	0.8503571221148821	0.45553896088190676	0.43440745362307687
Sgain-Base	3.6	opt2	CueMod	0.2509433962264151	0.8903580288295935	-0.44504249640075555	-0.4272021226637227
Sgain-Base	3.6	opt2	AntMod	0.37829832147356235	0.8841690053583392	-0.0339534200118364	-0.03758239736670538
Sgain-Base	3.6	opt2	FixMod	0.4886630447822585	0.8254028854102724	0.47230779596187233	0.452406567993134
Sgain-Base	3.6	opt3	CueMod	0.21961951598291704	0.8974041745106126	-0.4106530643223475	-0.3939740599246315
Sgain-Base	3.6	opt3	AntMod	0.3822188699045682	0.8931021280943631	-0.05436208625151531	-0.05028245691043148
Sgain-Base	3.6	opt3	FixMod	0.43980434258419354	0.8297971953311009	0.43021426807103846	0.4049001606240124
Sgain-Base	3.6	opt4	CueMod	0.22027044104637938	0.8990840013449855	-0.3992569116209507	-0.38707164011861955
Sgain-Base	3.6	opt4	AntMod	0.38326965614317315	0.8916770805656177	-0.054550225578870556	-0.0556713043403675
Sgain-Base	3.6	opt4	FixMod	0.43299921474433	0.8262052736214106	0.41940738145810247	0.38987162046366736
Sgain-Base	4.8	opt1	CueMod	0.3055147829733697	0.9084352587860949	-0.42527220130847504	-0.41635766609354724
Sgain-Base	4.8	opt1	AntMod	0.4080484954718084	0.9186690549734309	-0.08674137920550887	-0.09539716316942519
Sgain-Base	4.8	opt1	FixMod	0.5581294417620571	0.8914828286642242	0.4678394544968477	0.44737079643215133
Sgain-Base	4.8	opt2	CueMod	0.29901960784313725	0.911262367523451	-0.4184748705654713	-0.4086948438202687
Sgain-Base	4.8	opt2	AntMod	0.44636100932463424	0.9215102732756654	-0.04758380378433725	-0.05024437558106304
Sgain-Base	4.8	opt2	FixMod	0.573666184416428	0.862810965126704	0.45285697065704406	0.4296703253178731
Sgain-Base	4.8	opt3	CueMod	0.2701210198566561	0.9234595730849606	-0.38671804760521905	-0.37950916839826937
Sgain-Base	4.8	opt3	AntMod	0.45942976114741774	0.9285779725073946	-0.055526168954222244	-0.05333534998532131
Sgain-Base	4.8	opt3	FixMod	0.5273947215859952	0.8735291317504579	0.4238434908814019	0.3963047389567266
Sgain-Base	4.8	opt4	CueMod	0.26944316612977454	0.9248501258153453	-0.3758718705986637	-0.37136332532936756
Sgain-Base	4.8	opt4	AntMod	0.45969728968673	0.9275559926712452	-0.06044555982686593	-0.06339770747481888
Sgain-Base	4.8	opt4	FixMod	0.5216701094024941	0.8720258672279213	0.4089256825634476	0.37582806627425863
Sgain-Base	6.0	opt1	CueMod	0.3301228027931616	0.9191448309562693	-0.41060083372191386	-0.41284186968799674
Sgain-Base	6.0	opt1	AntMod	0.4424372959077329	0.9394887209942138	-0.09476140046629708	-0.10367607491251939
Sgain-Base	6.0	opt1	FixMod	0.6159650064230775	0.916201953646387	0.48123790337920425	0.46179465264617503
Sgain-Base	6.0	opt2	CueMod	0.3322217590662776	0.9229910860352952	-0.39557218077493916	-0.3959819219263956
Sgain-Base	6.0	opt2	AntMod	0.4870626163808677	0.9415936700638962	-0.05619914600728997	-0.059148128899314784
Sgain-Base	6.0	opt2	FixMod	0.6354908016651001	0.8855317001379487	0.4326576462985642	0.4094773399980232
Sgain-Base	6.0	opt3	CueMod	0.299880810488677	0.9373935855290986	-0.3600212119868554	-0.3633620231641311
Sgain-Base	6.0	opt3	AntMod	0.5053837585530154	0.9478358872043794	-0.053232140623772566	-0.05434993798171732
Sgain-Base	6.0	opt3	FixMod	0.5952306981821236	0.8973969221601935	0.4079261266591095	0.3833625982248194
Sgain-Base	6.0	opt4	CueMod	0.29618970876021644	0.9383198118959178	-0.35031947859472673	-0.3549014518200938
Sgain-Base	6.0	opt4	AntMod	0.5102922902371819	0.9468566707680258	-0.06373943772853093	-0.07011648317645051
Sgain-Base	6.0	opt4	FixMod	0.5894299367344191	0.8974797238070795	0.3876000160820989	0.35573650873112656
Sgain-Base	7.2	opt1	CueMod	0.3378657995861661	0.924956078005394	-0.40157835594921243	-0.4173015729466966
Sgain-Base	7.2	opt1	AntMod	0.4588436537803626	0.9517238436462744	-0.0973474149710813	-0.10569479151565132
Sgain-Base	7.2	opt1	FixMod	0.6543940767829978	0.9320364893104093	0.4951916701223179	0.4782282723911102
Sgain-Base	7.2	opt2	CueMod	0.33597621407333994	0.930263467916377	-0.38007475553000425	-0.39079456059935774
Sgain-Base	7.2	opt2	AntMod	0.5141844930632555	0.9531782584764821	-0.0599280960901237	-0.06319288164725917
Sgain-Base	7.2	opt2	FixMod	0.6778951865207504	0.9011729420513969	0.4185715500349203	0.40006230789359065
Sgain-Base	7.2	opt3	CueMod	0.3103003738558721	0.9453189875797376	-0.33603744457803336	-0.34886787551153936
Sgain-Base	7.2	opt3	AntMod	0.5427989821882951	0.9590255785273134	-0.047240865517523614	-0.05154186390097953
Sgain-Base	7.2	opt3	FixMod	0.6452682686610804	0.9120311144350716	0.38949372096461277	0.37304761970199446
Sgain-Base	7.2	opt4	CueMod	0.31564316401314124	0.9457074670199588	-0.32760925970575633	-0.3411002943970028
Sgain-Base	7.2	opt4	AntMod	0.543011444001543	0.9578810114687463	-0.06205902442435303	-0.07233459741839748
Sgain-Base	7.2	opt4	FixMod	0.6409061808196355	0.9132278877798715	0.36340225636181905	0.33753728472670724
Sgain-Base	8.4	opt1	CueMod	0.3247563352826511	0.9279951134728027	-0.39934789481997396	-0.4294658337480245
Sgain-Base	8.4	opt1	AntMod	0.4729375589643243	0.9592905141681408	-0.09748016107694833	-0.10387102955516443
Sgain-Base	8.4	opt1	FixMod	0.6873107507711463	0.9424820044557967	0.5067469053443328	0.49341723520700487
Sgain-Base	8.4	opt2	CueMod	0.3492635024549918	0.9349417421806041	-0.37055648449393336	-0.3895301607760157
Sgain-Base	8.4	opt2	AntMod	0.5267703862660944	0.9603700116593799	-0.06125462315186095	-0.0644734237094193
Sgain-Base	8.4	opt2	FixMod	0.7101682209361599	0.9128633773057463	0.40980217089746923	0.3985851846109519
Sgain-Base	8.4	opt3	CueMod	0.30941300105089325	0.9502729433282364	-0.31508504129408155	-0.3356261280806584
Sgain-Base	8.4	opt3	AntMod	0.5750514739115151	0.966170547174603	-0.03913278892126965	-0.04604407180778264
Sgain-Base	8.4	opt3	FixMod	0.6867471631179897	0.9219313138053805	0.37002991027232895	0.36345907353421614
Sgain-Base	8.4	opt4	CueMod	0.316810030616708	0.9501215177786656	-0.3082970904381899	-0.3297635404160389
