con	motion	model	fwhm	avg_left	avg_right
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-6.0	0.035	0.059
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-7.2	0.031	0.058
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-8.4	0.029	0.057
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-3.6	0.088	0.084
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-4.8	0.054	0.058
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-6.0	0.042	0.044
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-7.2	0.038	0.039
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-8.4	0.037	0.04
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-3.6	0.004	-0.002
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-4.8	0.007	0.019
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-6.0	0.013	0.031
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-7.2	0.021	0.039
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-8.4	0.028	0.044
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-3.6	0.079	0.085
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-4.8	0.059	0.069
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-6.0	0.05	0.061
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-7.2	0.045	0.057
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-8.4	0.044	0.055
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-3.6	0.214	0.276
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-4.8	0.161	0.226
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-6.0	0.134	0.203
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-7.2	0.124	0.192
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-8.4	0.121	0.185
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-3.6	0.222	0.219
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-4.8	0.168	0.171
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-6.0	0.14	0.143
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-7.2	0.128	0.127
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-8.4	0.125	0.118
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-3.6	0.025	0.026
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-4.8	0.019	0.025
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-6.0	0.017	0.026
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-7.2	0.017	0.028
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-8.4	0.017	0.029
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-3.6	0.111	0.147
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-4.8	0.093	0.13
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-6.0	0.085	0.126
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-7.2	0.082	0.125
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-8.4	0.082	0.124
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-3.6	0.038	0.03
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-4.8	0.025	0.033
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-6.0	0.025	0.04
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-7.2	0.028	0.048
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-8.4	0.032	0.054
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-3.6	0.189	0.098
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-4.8	0.178	0.113
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-6.0	0.163	0.116
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-7.2	0.149	0.113
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-8.4	0.137	0.107
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-3.6	0.465	0.255
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-4.8	0.376	0.249
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-6.0	0.303	0.232
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-7.2	0.254	0.21
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-8.4	0.22	0.188
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-3.6	0.049	-0.029
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-4.8	0.041	-0.003
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-6.0	0.035	0.016
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-7.2	0.035	0.027
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-8.4	0.039	0.032
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-3.6	0.109	0.081
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-4.8	0.096	0.091
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-6.0	0.085	0.087
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-7.2	0.076	0.078
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-8.4	0.069	0.07
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-3.6	0.27	0.164
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-4.8	0.219	0.137
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-6.0	0.181	0.114
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-7.2	0.154	0.096
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-8.4	0.135	0.084
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-3.6	-0.009	0.009
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-4.8	-0.012	0.017
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-6.0	-0.008	0.023
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-7.2	0.001	0.026
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-8.4	0.012	0.026
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-3.6	0.046	0.085
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-4.8	0.035	0.072
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-6.0	0.03	0.062
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-7.2	0.028	0.053
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-8.4	0.027	0.045
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-3.6	0.126	0.134
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-4.8	0.081	0.104
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-6.0	0.059	0.092
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-7.2	0.052	0.085
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-8.4	0.051	0.078
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-3.6	0.108	0.296
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-4.8	0.099	0.256
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-6.0	0.096	0.217
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-7.2	0.096	0.183
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-8.4	0.096	0.153
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-3.6	0.019	0.017
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-4.8	0.014	0.012
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-6.0	0.01	0.009
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-7.2	0.009	0.007
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-8.4	0.009	0.006
