con	fwhm	motion	model	jaccard	spearman	run1_icc_cohensd	run2_icc_cohensd
Lgain-Neut	6.0	opt4	FixMod	0.12098728719054345	0.6209000782835865	0.15650696930726185	0.18419636874592107
Lgain-Neut	7.2	opt1	CueMod	0.051192076053954504	0.5703521640000594	-0.11245149948964694	-0.02174804848157158
Lgain-Neut	7.2	opt1	AntMod	0.09494356501380298	0.5698552003197953	0.052684247901490185	0.1071598108192945
Lgain-Neut	7.2	opt1	FixMod	0.1066935343884197	0.5391650792268133	0.1244165022114094	0.16798136066014996
Lgain-Neut	7.2	opt2	CueMod	0.05590098204427916	0.6522513410011034	0.11394774913735595	0.1545767270588846
Lgain-Neut	7.2	opt2	AntMod	0.09732480148022511	0.6290417710857744	0.13443268276740739	0.22966747714703398
Lgain-Neut	7.2	opt2	FixMod	0.12365120188508456	0.6012169176902928	0.1796946969832928	0.25682792249033615
Lgain-Neut	7.2	opt3	CueMod	0.10156802262065419	0.6511715323241649	0.14887990820119268	0.17054622238402833
Lgain-Neut	7.2	opt3	AntMod	0.12310636495113436	0.6413954049092714	0.15421755854249364	0.1921215280270283
Lgain-Neut	7.2	opt3	FixMod	0.12616248983514453	0.6194508667981752	0.10664897944111401	0.1784875767920743
Lgain-Neut	7.2	opt4	CueMod	0.10009215091066781	0.649753818433126	0.13583194408531282	0.16870403221475183
Lgain-Neut	7.2	opt4	AntMod	0.13230607641168257	0.66891743986535	0.1710998521492933	0.17945765529917454
Lgain-Neut	7.2	opt4	FixMod	0.13865526908405718	0.6605223603266702	0.14857402345293472	0.18051234350740802
Lgain-Neut	8.4	opt1	CueMod	0.05657557643040137	0.5949139336320532	-0.12182339445599247	-0.033427245779444795
Lgain-Neut	8.4	opt1	AntMod	0.10436806832334974	0.5882072189997108	0.05886717551503062	0.10760797738745222
Lgain-Neut	8.4	opt1	FixMod	0.11780917405138863	0.5529348044506859	0.119718769964472	0.16546660533461427
Lgain-Neut	8.4	opt2	CueMod	0.06161200042929439	0.6780628511853797	0.12762180545169605	0.17256538635326818
Lgain-Neut	8.4	opt2	AntMod	0.10927036300052226	0.6494549771874563	0.1386911180962465	0.24475200440358824
Lgain-Neut	8.4	opt2	FixMod	0.1410487131446603	0.6196711980624868	0.17986716203538508	0.26138302039353506
Lgain-Neut	8.4	opt3	CueMod	0.11354843964218328	0.6827449485586858	0.15284642904224155	0.18350858610322524
Lgain-Neut	8.4	opt3	AntMod	0.1382990509250711	0.6686215795938362	0.1492745866785419	0.20294608299550984
Lgain-Neut	8.4	opt3	FixMod	0.13637357033583447	0.6444178653842153	0.09097215365033849	0.17739836026669945
Lgain-Neut	8.4	opt4	CueMod	0.1118961366244403	0.6830884366440578	0.12951202526325234	0.1696242158571443
Lgain-Neut	8.4	opt4	AntMod	0.14834094973177034	0.7005335023065179	0.16836924758917846	0.18007413736651634
Lgain-Neut	8.4	opt4	FixMod	0.1500182094932158	0.6918502765199036	0.1408164156198562	0.17694808201920234
Sgain-Neut	3.6	opt1	CueMod	0.05117669032499066	0.3790837567170383	0.044848373409222965	0.03429202797202464
Sgain-Neut	3.6	opt1	AntMod	0.030595813204508854	0.40712736184246123	0.031047652655610162	0.07246884424626725
Sgain-Neut	3.6	opt1	FixMod	0.011477411477411477	0.353659311322032	0.007004066261320433	0.07546385567617409
Sgain-Neut	3.6	opt2	CueMod	0.07844630616907844	0.4540274556391731	0.04453566710905069	0.07562435783478134
Sgain-Neut	3.6	opt2	AntMod	0.05099289041431723	0.47619179932131683	-0.003948768258852913	0.06371011672735213
Sgain-Neut	3.6	opt2	FixMod	0.02556237218813906	0.39663639492448316	-0.03984540804811633	0.04291758955802266
Sgain-Neut	3.6	opt3	CueMod	0.07151140316969462	0.4437144022186504	0.06347568496732083	0.09691527875327248
Sgain-Neut	3.6	opt3	AntMod	0.04937691041617682	0.44982440343690594	0.035049717842907904	0.09438464577013547
Sgain-Neut	3.6	opt3	FixMod	0.021900388555280818	0.38635708708710026	-0.007266589995192148	0.07608233866178075
Sgain-Neut	3.6	opt4	CueMod	0.06931224024668185	0.4225949872484347	0.08994802964730349	0.0812024268004818
Sgain-Neut	3.6	opt4	AntMod	0.050733349362827605	0.43984173899152923	0.06934246724187529	0.07386019309244708
Sgain-Neut	3.6	opt4	FixMod	0.02340926944226237	0.38197442265869896	0.02555060550994973	0.06513316733993822
Sgain-Neut	4.8	opt1	CueMod	0.05017182130584193	0.45017554378587776	0.04152396649206848	0.014711083034384705
Sgain-Neut	4.8	opt1	AntMod	0.02981171548117155	0.4753666903790239	0.024681582675148785	0.06997980001298476
Sgain-Neut	4.8	opt1	FixMod	0.014707796433684759	0.40694661956579725	-0.002472032186626881	0.08390850831593917
Sgain-Neut	4.8	opt2	CueMod	0.09718741297688667	0.5394872323463945	0.041876205036463096	0.07156272558726476
Sgain-Neut	4.8	opt2	AntMod	0.06685847376352926	0.5574310301272224	-0.02099850584666781	0.05453707897538967
Sgain-Neut	4.8	opt2	FixMod	0.032866331835404	0.460595150046634	-0.05624758954725323	0.032890133131628314
Sgain-Neut	4.8	opt3	CueMod	0.0837073785337428	0.5338775716040169	0.07162606494684258	0.10950783957193794
Sgain-Neut	4.8	opt3	AntMod	0.05683225540112839	0.540135351194097	0.03264740844913284	0.10092813817855935
Sgain-Neut	4.8	opt3	FixMod	0.02494289629968022	0.47132746639074663	-0.026767994922429764	0.0744336499460178
