subject	model	motion	con	eff_est
sub-238	AntMod	opt4	Sgain-Neut	3.185118884484048
sub-238	CueMod	opt1	Sgain-Neut	1.407102661353214
sub-238	CueMod	opt2	Sgain-Neut	1.2552124511999911
sub-238	CueMod	opt3	Sgain-Neut	1.146191543669587
sub-238	CueMod	opt4	Sgain-Neut	1.1184670260183793
sub-238	FixMod	opt1	Sgain-Neut	0.7476509185936557
sub-238	FixMod	opt2	Sgain-Neut	0.6817353936802428
sub-238	FixMod	opt3	Sgain-Neut	0.6373875179596825
sub-238	FixMod	opt4	Sgain-Neut	0.6202481527768244
sub-63	AntMod	opt1	Sgain-Neut	3.938852191857668
sub-63	AntMod	opt2	Sgain-Neut	3.573591708749791
sub-63	AntMod	opt3	Sgain-Neut	3.379556229743799
sub-63	AntMod	opt4	Sgain-Neut	3.2474316539215464
sub-63	CueMod	opt1	Sgain-Neut	1.4053340856855523
sub-63	CueMod	opt2	Sgain-Neut	1.2726650665997084
sub-63	CueMod	opt3	Sgain-Neut	1.1981810758439035
sub-63	CueMod	opt4	Sgain-Neut	1.1533673275003915
sub-63	FixMod	opt1	Sgain-Neut	0.7275251434095844
sub-63	FixMod	opt2	Sgain-Neut	0.6604281184862211
sub-63	FixMod	opt3	Sgain-Neut	0.6207552025719456
sub-63	FixMod	opt4	Sgain-Neut	0.5934090038003372
sub-16	AntMod	opt1	Sgain-Neut	3.744201855051978
sub-16	AntMod	opt2	Sgain-Neut	3.411572296291774
sub-16	AntMod	opt3	Sgain-Neut	3.1129952065536632
sub-16	AntMod	opt4	Sgain-Neut	3.0676165219512788
sub-16	CueMod	opt1	Sgain-Neut	1.311530587567372
sub-16	CueMod	opt2	Sgain-Neut	1.1810695489416825
sub-16	CueMod	opt3	Sgain-Neut	1.0945345378425038
sub-16	CueMod	opt4	Sgain-Neut	1.0681713894522362
sub-16	FixMod	opt1	Sgain-Neut	0.7150003460506482
sub-16	FixMod	opt2	Sgain-Neut	0.665642690783994
sub-16	FixMod	opt3	Sgain-Neut	0.6012252152717206
sub-16	FixMod	opt4	Sgain-Neut	0.5979407289296204
sub-95	AntMod	opt1	Sgain-Neut	4.039477530515836
sub-95	AntMod	opt2	Sgain-Neut	3.6104596982070345
sub-95	AntMod	opt3	Sgain-Neut	3.030033039307083
sub-95	AntMod	opt4	Sgain-Neut	3.030033039307083
sub-95	CueMod	opt1	Sgain-Neut	1.4406280892636678
sub-95	CueMod	opt2	Sgain-Neut	1.2735804819867833
sub-95	CueMod	opt3	Sgain-Neut	1.0571551614545547
sub-95	CueMod	opt4	Sgain-Neut	1.0571551614545547
sub-95	FixMod	opt1	Sgain-Neut	0.7490966381845713
sub-95	FixMod	opt2	Sgain-Neut	0.6763994420937316
sub-95	FixMod	opt3	Sgain-Neut	0.5750456330691738
sub-95	FixMod	opt4	Sgain-Neut	0.5750456330691738
sub-131	AntMod	opt1	Sgain-Neut	3.8323292779760374
sub-131	AntMod	opt2	Sgain-Neut	3.4062665542915385
sub-131	AntMod	opt3	Sgain-Neut	2.9549742410252104
sub-131	AntMod	opt4	Sgain-Neut	2.7760698402743103
sub-131	CueMod	opt1	Sgain-Neut	1.3462717121009775
sub-131	CueMod	opt2	Sgain-Neut	1.1693025167748683
sub-131	CueMod	opt3	Sgain-Neut	1.0120854710465985
sub-131	CueMod	opt4	Sgain-Neut	0.9349721771335107
sub-131	FixMod	opt1	Sgain-Neut	0.7245652609467149
sub-131	FixMod	opt2	Sgain-Neut	0.6660541718498819
sub-131	FixMod	opt3	Sgain-Neut	0.5821946758456971
sub-131	FixMod	opt4	Sgain-Neut	0.5570384838535272
sub-34	AntMod	opt1	Sgain-Neut	3.7545011240994697
sub-34	AntMod	opt2	Sgain-Neut	3.278743711108672
sub-34	AntMod	opt3	Sgain-Neut	2.945111570826369
sub-34	AntMod	opt4	Sgain-Neut	2.924833872578418
sub-34	CueMod	opt1	Sgain-Neut	1.3169696926171734
sub-34	CueMod	opt2	Sgain-Neut	1.1621398334759458
sub-34	CueMod	opt3	Sgain-Neut	1.0558736936672983
sub-34	CueMod	opt4	Sgain-Neut	1.0514075509118328
sub-34	FixMod	opt1	Sgain-Neut	0.7152618395849251
sub-34	FixMod	opt2	Sgain-Neut	0.6234911662755447
sub-34	FixMod	opt3	Sgain-Neut	0.5527911960601342
sub-34	FixMod	opt4	Sgain-Neut	0.547105035113191
sub-79	AntMod	opt1	Sgain-Neut	3.87919131556317
sub-79	AntMod	opt2	Sgain-Neut	3.430799572308425
sub-79	AntMod	opt3	Sgain-Neut	3.140508286771385
sub-79	AntMod	opt4	Sgain-Neut	3.1277975453668034
sub-79	CueMod	opt1	Sgain-Neut	1.3892521732709715
sub-79	CueMod	opt2	Sgain-Neut	1.2193391532682276
sub-79	CueMod	opt3	Sgain-Neut	1.1237087828430914
sub-79	CueMod	opt4	Sgain-Neut	1.1209912390436496
sub-79	FixMod	opt1	Sgain-Neut	0.7198251530426264
sub-79	FixMod	opt2	Sgain-Neut	0.6442813166569112
sub-79	FixMod	opt3	Sgain-Neut	0.5825876396060294
sub-79	FixMod	opt4	Sgain-Neut	0.5798633125613204
sub-81	AntMod	opt1	Sgain-Neut	4.030794248924176
sub-81	AntMod	opt2	Sgain-Neut	3.592453557020902
sub-81	AntMod	opt3	Sgain-Neut	3.1880530905156306
sub-81	AntMod	opt4	Sgain-Neut	3.1405500170369502
sub-81	CueMod	opt1	Sgain-Neut	1.4387064481663856
sub-81	CueMod	opt2	Sgain-Neut	1.2904563662882431
sub-81	CueMod	opt3	Sgain-Neut	1.1460000519957148
sub-81	CueMod	opt4	Sgain-Neut	1.1196347779690918
sub-81	FixMod	opt1	Sgain-Neut	0.7449074314896476
sub-81	FixMod	opt2	Sgain-Neut	0.6686372631917108
sub-81	FixMod	opt3	Sgain-Neut	0.5959943226095779
sub-81	FixMod	opt4	Sgain-Neut	0.5859181732936125
sub-102	AntMod	opt1	Sgain-Neut	3.958660570034228
sub-102	AntMod	opt2	Sgain-Neut	3.7143850651779466
sub-102	AntMod	opt3	Sgain-Neut	3.548791674053178
sub-102	AntMod	opt4	Sgain-Neut	3.548698518888567
sub-102	CueMod	opt1	Sgain-Neut	1.3984762677619593
sub-102	CueMod	opt2	Sgain-Neut	1.314069247091557
sub-102	CueMod	opt3	Sgain-Neut	1.2468535191101662
sub-102	CueMod	opt4	Sgain-Neut	1.2466552621809104
sub-102	FixMod	opt1	Sgain-Neut	0.7450104767973227
sub-102	FixMod	opt2	Sgain-Neut	0.7001713317480369
sub-102	FixMod	opt3	Sgain-Neut	0.6688886385729886
sub-102	FixMod	opt4	Sgain-Neut	0.6684695142507643
sub-39	AntMod	opt1	Sgain-Neut	4.003566368359894
sub-39	AntMod	opt2	Sgain-Neut	3.5249674610557102
sub-39	AntMod	opt3	Sgain-Neut	3.012361776510933
sub-39	AntMod	opt4	Sgain-Neut	2.9964319813337985
sub-39	CueMod	opt1	Sgain-Neut	1.4238790388437907
sub-39	CueMod	opt2	Sgain-Neut	1.2516324444198705
sub-39	CueMod	opt3	Sgain-Neut	1.0866406353909328
sub-39	CueMod	opt4	Sgain-Neut	1.081264284469214
sub-39	FixMod	opt1	Sgain-Neut	0.7457856455159197
sub-39	FixMod	opt2	Sgain-Neut	0.6624557516757209
sub-39	FixMod	opt3	Sgain-Neut	0.561930663763996
sub-39	FixMod	opt4	Sgain-Neut	0.5592688869408498
sub-89	AntMod	opt1	Sgain-Neut	3.704618936108036
sub-89	AntMod	opt2	Sgain-Neut	3.0444859716882253
sub-89	AntMod	opt3	Sgain-Neut	2.8069056038413773
sub-89	AntMod	opt4	Sgain-Neut	2.5518459974746572
sub-89	CueMod	opt1	Sgain-Neut	1.2989541540160445
sub-89	CueMod	opt2	Sgain-Neut	1.0659617520775218
sub-89	CueMod	opt3	Sgain-Neut	0.9856653100244386
sub-89	CueMod	opt4	Sgain-Neut	0.9043478001764513
sub-89	FixMod	opt1	Sgain-Neut	0.7101143950852062
sub-89	FixMod	opt2	Sgain-Neut	0.5943353547386857
sub-89	FixMod	opt3	Sgain-Neut	0.5490597401180393
sub-89	FixMod	opt4	Sgain-Neut	0.49416917007728267
sub-17	AntMod	opt1	Sgain-Neut	3.6947262716701985
sub-17	AntMod	opt2	Sgain-Neut	3.276633975736991
sub-17	AntMod	opt3	Sgain-Neut	2.999566918663096
sub-17	AntMod	opt4	Sgain-Neut	2.9569177740531636
sub-17	CueMod	opt1	Sgain-Neut	1.2889096014219512
sub-17	CueMod	opt2	Sgain-Neut	1.118220075806964
sub-17	CueMod	opt3	Sgain-Neut	1.0265849840344659
sub-17	CueMod	opt4	Sgain-Neut	1.0165203565490784
sub-17	FixMod	opt1	Sgain-Neut	0.7100424603262944
sub-17	FixMod	opt2	Sgain-Neut	0.650752038660813
sub-17	FixMod	opt3	Sgain-Neut	0.59646744987944
sub-17	FixMod	opt4	Sgain-Neut	0.5880272324983727
sub-110	AntMod	opt1	Sgain-Neut	3.9322216490137043
sub-110	AntMod	opt2	Sgain-Neut	3.1921745611008054
sub-110	AntMod	opt3	Sgain-Neut	2.932105308330927
sub-110	AntMod	opt4	Sgain-Neut	2.932105308330927
sub-110	CueMod	opt1	Sgain-Neut	1.3954788695039086
sub-110	CueMod	opt2	Sgain-Neut	1.1107221846725235
sub-110	CueMod	opt3	Sgain-Neut	1.0157466130995578
sub-110	CueMod	opt4	Sgain-Neut	1.0157466130995578
sub-110	FixMod	opt1	Sgain-Neut	0.741756997136573
sub-110	FixMod	opt2	Sgain-Neut	0.6279709691393056
sub-110	FixMod	opt3	Sgain-Neut	0.5734662962547894
sub-110	FixMod	opt4	Sgain-Neut	0.5734662962547894
sub-88	AntMod	opt1	Sgain-Neut	3.8444989779129912
sub-88	AntMod	opt2	Sgain-Neut	3.4230066750190766
sub-88	AntMod	opt3	Sgain-Neut	3.2068139886949942
sub-88	AntMod	opt4	Sgain-Neut	3.206753567107313
sub-88	CueMod	opt1	Sgain-Neut	1.362524073758721
sub-88	CueMod	opt2	Sgain-Neut	1.2099274217047666
sub-88	CueMod	opt3	Sgain-Neut	1.129239611265434
sub-88	CueMod	opt4	Sgain-Neut	1.128255488706075
sub-88	FixMod	opt1	Sgain-Neut	0.7201665298791531
sub-88	FixMod	opt2	Sgain-Neut	0.6493833684326686
sub-88	FixMod	opt3	Sgain-Neut	0.6150108290707352
sub-88	FixMod	opt4	Sgain-Neut	0.6149333343269592
sub-162	AntMod	opt1	Sgain-Neut	3.772598633040155
sub-162	AntMod	opt2	Sgain-Neut	3.4839860134675678
sub-162	AntMod	opt3	Sgain-Neut	3.0998418908691647
sub-162	AntMod	opt4	Sgain-Neut	3.0998418908691647
sub-162	CueMod	opt1	Sgain-Neut	1.3202490791427635
sub-162	CueMod	opt2	Sgain-Neut	1.2033225249818007
sub-162	CueMod	opt3	Sgain-Neut	1.0558462837957858
sub-162	CueMod	opt4	Sgain-Neut	1.0558462837957858
sub-162	FixMod	opt1	Sgain-Neut	0.7203712583214193
sub-162	FixMod	opt2	Sgain-Neut	0.6727659090552927
sub-162	FixMod	opt3	Sgain-Neut	0.6139423362756001
sub-162	FixMod	opt4	Sgain-Neut	0.6139423362756001
sub-91	AntMod	opt1	Sgain-Neut	3.530832800409301
sub-91	AntMod	opt2	Sgain-Neut	2.93509950720522
sub-91	AntMod	opt3	Sgain-Neut	2.6114491908532944
sub-91	AntMod	opt4	Sgain-Neut	2.4337715236506625
sub-91	CueMod	opt1	Sgain-Neut	1.2317175355753212
sub-91	CueMod	opt2	Sgain-Neut	1.021443203809069
sub-91	CueMod	opt3	Sgain-Neut	0.9019216671084375
sub-91	CueMod	opt4	Sgain-Neut	0.8506011821873296
sub-91	FixMod	opt1	Sgain-Neut	0.6838671029244578
sub-91	FixMod	opt2	Sgain-Neut	0.584874238668565
sub-91	FixMod	opt3	Sgain-Neut	0.5272299280282464
sub-91	FixMod	opt4	Sgain-Neut	0.4887406044108691
sub-40	AntMod	opt1	Sgain-Neut	3.884895672853662
sub-40	AntMod	opt2	Sgain-Neut	3.6183695213406963
sub-40	AntMod	opt3	Sgain-Neut	3.330266092044246
sub-40	AntMod	opt4	Sgain-Neut	3.2178388795982693
sub-40	CueMod	opt1	Sgain-Neut	1.382723255808743
sub-40	CueMod	opt2	Sgain-Neut	1.2934081702799483
sub-40	CueMod	opt3	Sgain-Neut	1.2131238002508908
sub-40	CueMod	opt4	Sgain-Neut	1.15711122438747
sub-40	FixMod	opt1	Sgain-Neut	0.718776314860214
sub-40	FixMod	opt2	Sgain-Neut	0.6698098687945069
sub-40	FixMod	opt3	Sgain-Neut	0.6033548402829755
sub-40	FixMod	opt4	Sgain-Neut	0.5928700388659782
sub-48	AntMod	opt1	Sgain-Neut	3.8325448376914046
sub-48	AntMod	opt2	Sgain-Neut	3.4017374364865
sub-48	AntMod	opt3	Sgain-Neut	3.1967975320199056
sub-48	AntMod	opt4	Sgain-Neut	3.1967975320199056
sub-48	CueMod	opt1	Sgain-Neut	1.347995061318364
sub-48	CueMod	opt2	Sgain-Neut	1.2175358168723203
sub-48	CueMod	opt3	Sgain-Neut	1.142647789708309
sub-48	CueMod	opt4	Sgain-Neut	1.142647789708309
sub-48	FixMod	opt1	Sgain-Neut	0.7239896035070155
sub-48	FixMod	opt2	Sgain-Neut	0.641922299053098
sub-48	FixMod	opt3	Sgain-Neut	0.6039064045579228
sub-48	FixMod	opt4	Sgain-Neut	0.6039064045579228
sub-64	AntMod	opt1	Sgain-Neut	3.7973278010704368
sub-64	AntMod	opt2	Sgain-Neut	3.3348898900003627
sub-64	AntMod	opt3	Sgain-Neut	3.0500482509560785
sub-64	AntMod	opt4	Sgain-Neut	3.0500482509560785
sub-64	CueMod	opt1	Sgain-Neut	1.3319284923434318
sub-64	CueMod	opt2	Sgain-Neut	1.1747433342364064
sub-64	CueMod	opt3	Sgain-Neut	1.0730039684715333
sub-64	CueMod	opt4	Sgain-Neut	1.0730039684715333
sub-64	FixMod	opt1	Sgain-Neut	0.7301594830897136
sub-64	FixMod	opt2	Sgain-Neut	0.641147614043412
sub-64	FixMod	opt3	Sgain-Neut	0.5829671735916478
sub-64	FixMod	opt4	Sgain-Neut	0.5829671735916478
sub-123	AntMod	opt1	Sgain-Neut	3.6626399957153266
sub-123	AntMod	opt2	Sgain-Neut	3.3422423521275824
sub-123	AntMod	opt3	Sgain-Neut	3.1826522744141474
sub-123	AntMod	opt4	Sgain-Neut	3.1826522744141474
sub-123	CueMod	opt1	Sgain-Neut	1.260888123916081
sub-123	CueMod	opt2	Sgain-Neut	1.12964936110152
sub-123	CueMod	opt3	Sgain-Neut	1.0790705790466992
sub-123	CueMod	opt4	Sgain-Neut	1.0790705790466992
sub-123	FixMod	opt1	Sgain-Neut	0.711880531204006
sub-123	FixMod	opt2	Sgain-Neut	0.6626254685470336
sub-123	FixMod	opt3	Sgain-Neut	0.6271749867501284
sub-123	FixMod	opt4	Sgain-Neut	0.6271749867501284
sub-26	AntMod	opt1	Sgain-Neut	3.6336525337693035
sub-26	AntMod	opt2	Sgain-Neut	3.1637847930183893
sub-26	AntMod	opt3	Sgain-Neut	2.928467162515275
sub-26	AntMod	opt4	Sgain-Neut	2.928467162515275
sub-26	CueMod	opt1	Sgain-Neut	1.2574039223156015
sub-26	CueMod	opt2	Sgain-Neut	1.0999664375858158
sub-26	CueMod	opt3	Sgain-Neut	1.009350644255687
sub-26	CueMod	opt4	Sgain-Neut	1.009350644255687
sub-26	FixMod	opt1	Sgain-Neut	0.7052695661372173
sub-26	FixMod	opt2	Sgain-Neut	0.6155456394454255
sub-26	FixMod	opt3	Sgain-Neut	0.5696984525354908
sub-26	FixMod	opt4	Sgain-Neut	0.5696984525354908
sub-144	AntMod	opt1	Sgain-Neut	3.843319359210737
sub-144	AntMod	opt2	Sgain-Neut	3.4743664822253812
sub-144	AntMod	opt3	Sgain-Neut	3.316479358728095
sub-144	AntMod	opt4	Sgain-Neut	3.2444343485339897
sub-144	CueMod	opt1	Sgain-Neut	1.378522745221606
sub-144	CueMod	opt2	Sgain-Neut	1.2318338572203327
sub-144	CueMod	opt3	Sgain-Neut	1.165639655735953
sub-144	CueMod	opt4	Sgain-Neut	1.1403920429494994
sub-144	FixMod	opt1	Sgain-Neut	0.7148243919303428
sub-144	FixMod	opt2	Sgain-Neut	0.6553550046234533
sub-144	FixMod	opt3	Sgain-Neut	0.623979108297714
sub-144	FixMod	opt4	Sgain-Neut	0.6125178485605929
sub-104	AntMod	opt1	Sgain-Neut	3.993291418636584
sub-104	AntMod	opt2	Sgain-Neut	3.6433705840574557
sub-104	AntMod	opt3	Sgain-Neut	3.21469849722374
sub-104	AntMod	opt4	Sgain-Neut	2.8993042229478494
sub-104	CueMod	opt1	Sgain-Neut	1.4122024229717915
sub-104	CueMod	opt2	Sgain-Neut	1.2730521180310002
sub-104	CueMod	opt3	Sgain-Neut	1.1124787797662843
sub-104	CueMod	opt4	Sgain-Neut	1.013066079971928
sub-104	FixMod	opt1	Sgain-Neut	0.746615586549612
sub-104	FixMod	opt2	Sgain-Neut	0.6961783940328241
sub-104	FixMod	opt3	Sgain-Neut	0.623513822340799
sub-104	FixMod	opt4	Sgain-Neut	0.5596882979749005
sub-119	AntMod	opt1	Sgain-Neut	3.8495270335576546
sub-119	AntMod	opt2	Sgain-Neut	3.493261085989069
sub-119	AntMod	opt3	Sgain-Neut	3.314586724960019
sub-119	AntMod	opt4	Sgain-Neut	3.002787179146325
sub-119	CueMod	opt1	Sgain-Neut	1.366546201505182
sub-119	CueMod	opt2	Sgain-Neut	1.2284763242323269
sub-119	CueMod	opt3	Sgain-Neut	1.1655182969053262
sub-119	CueMod	opt4	Sgain-Neut	1.0458467259735245
sub-119	FixMod	opt1	Sgain-Neut	0.7194983662062312
sub-119	FixMod	opt2	Sgain-Neut	0.6601535505092198
sub-119	FixMod	opt3	Sgain-Neut	0.6239440888601433
sub-119	FixMod	opt4	Sgain-Neut	0.5755798071068526
sub-109	AntMod	opt1	Sgain-Neut	3.802147140837852
sub-109	AntMod	opt2	Sgain-Neut	3.226139174386405
sub-109	AntMod	opt3	Sgain-Neut	2.8029875376918216
sub-109	AntMod	opt4	Sgain-Neut	2.7541246813391735
sub-109	CueMod	opt1	Sgain-Neut	1.3388686307622701
sub-109	CueMod	opt2	Sgain-Neut	1.1159207883404187
sub-109	CueMod	opt3	Sgain-Neut	0.9765894392009773
sub-109	CueMod	opt4	Sgain-Neut	0.9582299537253693
sub-109	FixMod	opt1	Sgain-Neut	0.7214232981424881
sub-109	FixMod	opt2	Sgain-Neut	0.6335241904626832
sub-109	FixMod	opt3	Sgain-Neut	0.5545143090608793
sub-109	FixMod	opt4	Sgain-Neut	0.542727400326657
sub-118	AntMod	opt1	Sgain-Neut	3.9716557072110508
sub-118	AntMod	opt2	Sgain-Neut	3.723875001043222
sub-118	AntMod	opt3	Sgain-Neut	3.4571556348994097
sub-118	AntMod	opt4	Sgain-Neut	3.4207190522384074
sub-118	CueMod	opt1	Sgain-Neut	1.425802176594928
sub-118	CueMod	opt2	Sgain-Neut	1.3258236690483334
sub-118	CueMod	opt3	Sgain-Neut	1.237070733234501
sub-118	CueMod	opt4	Sgain-Neut	1.2244650850650247
sub-118	FixMod	opt1	Sgain-Neut	0.7258522266182398
sub-118	FixMod	opt2	Sgain-Neut	0.6857375515692352
sub-118	FixMod	opt3	Sgain-Neut	0.6318935078313097
sub-118	FixMod	opt4	Sgain-Neut	0.6212741931108534
sub-167	AntMod	opt1	Sgain-Neut	3.7695833553747007
sub-167	AntMod	opt2	Sgain-Neut	3.4384721545847086
sub-167	AntMod	opt3	Sgain-Neut	3.2394471139727115
sub-167	AntMod	opt4	Sgain-Neut	3.2394471139727115
sub-167	CueMod	opt1	Sgain-Neut	1.3172867996244872
sub-167	CueMod	opt2	Sgain-Neut	1.196079432659055
sub-167	CueMod	opt3	Sgain-Neut	1.1322005414190084
sub-167	CueMod	opt4	Sgain-Neut	1.1322005414190084
sub-167	FixMod	opt1	Sgain-Neut	0.7196954842632397
sub-167	FixMod	opt2	Sgain-Neut	0.6631452120053838
sub-167	FixMod	opt3	Sgain-Neut	0.6208336141442125
sub-167	FixMod	opt4	Sgain-Neut	0.6208336141442125
sub-24	AntMod	opt1	Sgain-Neut	3.6470023810980967
sub-24	AntMod	opt2	Sgain-Neut	3.1786793674785754
sub-24	AntMod	opt3	Sgain-Neut	2.9650316597158173
sub-24	AntMod	opt4	Sgain-Neut	2.9563830386844185
sub-24	CueMod	opt1	Sgain-Neut	1.2922366843552657
sub-24	CueMod	opt2	Sgain-Neut	1.1265984437948042
sub-24	CueMod	opt3	Sgain-Neut	1.0551950065387325
sub-24	CueMod	opt4	Sgain-Neut	1.0510104770637743
sub-24	FixMod	opt1	Sgain-Neut	0.6841123876459295
sub-24	FixMod	opt2	Sgain-Neut	0.6024658552697526
sub-24	FixMod	opt3	Sgain-Neut	0.5632073230025667
sub-24	FixMod	opt4	Sgain-Neut	0.5621323190255503
sub-08	AntMod	opt1	Sgain-Neut	3.9114634261512133
sub-08	AntMod	opt2	Sgain-Neut	3.4324571192075712
sub-08	AntMod	opt3	Sgain-Neut	3.2627298684708785
sub-08	AntMod	opt4	Sgain-Neut	3.1455120106885897
sub-08	CueMod	opt1	Sgain-Neut	1.3863989023654057
sub-08	CueMod	opt2	Sgain-Neut	1.2146066659764225
sub-08	CueMod	opt3	Sgain-Neut	1.1494326342759262
sub-08	CueMod	opt4	Sgain-Neut	1.114738123016124
sub-08	FixMod	opt1	Sgain-Neut	0.7327593934886383
sub-08	FixMod	opt2	Sgain-Neut	0.6497029140558146
sub-08	FixMod	opt3	Sgain-Neut	0.6220234314440527
sub-08	FixMod	opt4	Sgain-Neut	0.5978341559081504
sub-22	AntMod	opt1	Sgain-Neut	3.7227079749900196
sub-22	AntMod	opt2	Sgain-Neut	3.3308171155765
sub-22	AntMod	opt3	Sgain-Neut	2.961434742199176
sub-22	AntMod	opt4	Sgain-Neut	2.961434742199176
sub-22	CueMod	opt1	Sgain-Neut	1.3144630880955976
sub-22	CueMod	opt2	Sgain-Neut	1.1725548977031308
sub-22	CueMod	opt3	Sgain-Neut	1.0547024993671137
sub-22	CueMod	opt4	Sgain-Neut	1.0547024993671137
sub-22	FixMod	opt1	Sgain-Neut	0.7053021068777854
sub-22	FixMod	opt2	Sgain-Neut	0.6347349170064978
sub-22	FixMod	opt3	Sgain-Neut	0.5496278556709382
sub-22	FixMod	opt4	Sgain-Neut	0.5496278556709382
sub-75	AntMod	opt1	Sgain-Neut	3.7634440799919022
sub-75	AntMod	opt2	Sgain-Neut	3.441224945607762
sub-75	AntMod	opt3	Sgain-Neut	3.1487376277484964
sub-75	AntMod	opt4	Sgain-Neut	3.1168150120427525
sub-75	CueMod	opt1	Sgain-Neut	1.327404957867433
sub-75	CueMod	opt2	Sgain-Neut	1.187630483559051
sub-75	CueMod	opt3	Sgain-Neut	1.0951133772934147
sub-75	CueMod	opt4	Sgain-Neut	1.090518769968252
sub-75	FixMod	opt1	Sgain-Neut	0.713616244637616
sub-75	FixMod	opt2	Sgain-Neut	0.6666686633621972
sub-75	FixMod	opt3	Sgain-Neut	0.6043938113653168
sub-75	FixMod	opt4	Sgain-Neut	0.5919964475469597
sub-207	AntMod	opt1	Sgain-Neut	4.009278582243429
sub-207	AntMod	opt2	Sgain-Neut	3.5309487335711847
sub-207	AntMod	opt3	Sgain-Neut	3.3290286436882104
sub-207	AntMod	opt4	Sgain-Neut	2.9967480781268363
sub-207	CueMod	opt1	Sgain-Neut	1.4234231280701706
sub-207	CueMod	opt2	Sgain-Neut	1.2533225835235022
sub-207	CueMod	opt3	Sgain-Neut	1.1746136305297927
sub-207	CueMod	opt4	Sgain-Neut	1.06993696320029
sub-207	FixMod	opt1	Sgain-Neut	0.7495231403400694
sub-207	FixMod	opt2	Sgain-Neut	0.6592813899326625
sub-207	FixMod	opt3	Sgain-Neut	0.6269065905932178
sub-207	FixMod	opt4	Sgain-Neut	0.5600984977087988
sub-92	AntMod	opt1	Sgain-Neut	3.807447980416316
sub-92	AntMod	opt2	Sgain-Neut	3.293904016907909
sub-92	AntMod	opt3	Sgain-Neut	2.9415732171564137
sub-92	AntMod	opt4	Sgain-Neut	2.824386094620885
sub-92	CueMod	opt1	Sgain-Neut	1.3493075693524785
sub-92	CueMod	opt2	Sgain-Neut	1.1637357541115896
sub-92	CueMod	opt3	Sgain-Neut	1.050948603621912
sub-92	CueMod	opt4	Sgain-Neut	1.0149091103390075
sub-92	FixMod	opt1	Sgain-Neut	0.7110702406399018
sub-92	FixMod	opt2	Sgain-Neut	0.6215726655495099
sub-92	FixMod	opt3	Sgain-Neut	0.5499702668702053
sub-92	FixMod	opt4	Sgain-Neut	0.5268364208653178
sub-37	AntMod	opt1	Sgain-Neut	3.6195719631862664
sub-37	AntMod	opt2	Sgain-Neut	3.3595613266656232
sub-37	AntMod	opt3	Sgain-Neut	2.9713628919131763
sub-37	AntMod	opt4	Sgain-Neut	2.6494080558900945
sub-37	CueMod	opt1	Sgain-Neut	1.2718796465539048
sub-37	CueMod	opt2	Sgain-Neut	1.187046045608195
sub-37	CueMod	opt3	Sgain-Neut	1.0498515305231093
sub-37	CueMod	opt4	Sgain-Neut	0.9421507417461994
sub-37	FixMod	opt1	Sgain-Neut	0.694649496456123
sub-37	FixMod	opt2	Sgain-Neut	0.6364305133794317
sub-37	FixMod	opt3	Sgain-Neut	0.5700867784080667
sub-37	FixMod	opt4	Sgain-Neut	0.5126434946931797
sub-54	AntMod	opt1	Sgain-Neut	3.898671260518725
sub-54	AntMod	opt2	Sgain-Neut	3.626462002875571
sub-54	AntMod	opt3	Sgain-Neut	3.3178597234246374
sub-54	AntMod	opt4	Sgain-Neut	3.303095401012518
sub-54	CueMod	opt1	Sgain-Neut	1.3976678889452525
sub-54	CueMod	opt2	Sgain-Neut	1.2932845304262486
sub-54	CueMod	opt3	Sgain-Neut	1.168657180755747
sub-54	CueMod	opt4	Sgain-Neut	1.1637346661220138
sub-54	FixMod	opt1	Sgain-Neut	0.715044427912863
sub-54	FixMod	opt2	Sgain-Neut	0.6708087163426825
sub-54	FixMod	opt3	Sgain-Neut	0.6217225981765114
sub-54	FixMod	opt4	Sgain-Neut	0.6193271687783196
sub-44	AntMod	opt1	Sgain-Neut	3.7463000011463743
sub-44	AntMod	opt2	Sgain-Neut	3.309121234692919
sub-44	AntMod	opt3	Sgain-Neut	3.1361989978878366
sub-44	AntMod	opt4	Sgain-Neut	3.1361989978878366
sub-44	CueMod	opt1	Sgain-Neut	1.3261214227911897
sub-44	CueMod	opt2	Sgain-Neut	1.1565556405974287
sub-44	CueMod	opt3	Sgain-Neut	1.1048245367037133
sub-44	CueMod	opt4	Sgain-Neut	1.1048245367037133
sub-44	FixMod	opt1	Sgain-Neut	0.707323014054419
sub-44	FixMod	opt2	Sgain-Neut	0.6329382657336581
sub-44	FixMod	opt3	Sgain-Neut	0.594768177845421
sub-44	FixMod	opt4	Sgain-Neut	0.594768177845421
sub-15	AntMod	opt1	Sgain-Neut	3.706658643570987
sub-15	AntMod	opt2	Sgain-Neut	3.2134861124113625
sub-15	AntMod	opt3	Sgain-Neut	2.690525603398532
sub-15	AntMod	opt4	Sgain-Neut	2.690525603398532
sub-15	CueMod	opt1	Sgain-Neut	1.3044783853053437
sub-15	CueMod	opt2	Sgain-Neut	1.1072259094977053
sub-15	CueMod	opt3	Sgain-Neut	0.9441998333377064
sub-15	CueMod	opt4	Sgain-Neut	0.9441998333377064
sub-15	FixMod	opt1	Sgain-Neut	0.699130672358734
sub-15	FixMod	opt2	Sgain-Neut	0.6275860168655274
sub-15	FixMod	opt3	Sgain-Neut	0.5207418567910758
