con	motion	model	fwhm	avg_left	avg_right
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-7.2	0.087	0.129
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-8.4	0.105	0.141
contrast-Sgain-Base	mot-opt3	mod-AntMod	fwhm-3.6	-0.017	0.031
contrast-Sgain-Base	mot-opt3	mod-AntMod	fwhm-4.8	-0.015	0.058
contrast-Sgain-Base	mot-opt3	mod-AntMod	fwhm-6.0	-0.003	0.076
contrast-Sgain-Base	mot-opt3	mod-AntMod	fwhm-7.2	0.014	0.09
contrast-Sgain-Base	mot-opt3	mod-AntMod	fwhm-8.4	0.032	0.101
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-3.6	-0.032	0.049
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-4.8	-0.042	0.056
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-6.0	-0.05	0.059
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-7.2	-0.05	0.063
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-8.4	-0.036	0.078
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-3.6	0.028	0.046
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-4.8	0.038	0.026
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-6.0	0.051	0.012
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-7.2	0.063	0.013
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-8.4	0.071	0.027
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-3.6	-0.074	0.038
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-4.8	-0.081	0.063
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-6.0	-0.081	0.085
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-7.2	-0.068	0.104
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-8.4	-0.046	0.119
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-3.6	-0.035	0.058
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-4.8	-0.038	0.061
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-6.0	-0.042	0.06
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-7.2	-0.04	0.063
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-8.4	-0.023	0.08
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-3.6	0.003	0.046
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-4.8	0.004	0.043
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-6.0	-0.002	0.039
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-7.2	-0.004	0.042
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-8.4	0.001	0.052
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-3.6	0.121	0.06
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-4.8	0.158	0.111
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-6.0	0.183	0.161
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-7.2	0.201	0.198
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-8.4	0.216	0.222
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-3.6	0.05	0.025
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-4.8	0.05	0.059
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-6.0	0.054	0.096
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-7.2	0.063	0.124
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-8.4	0.077	0.141
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-3.6	0.098	0.062
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-4.8	0.138	0.097
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-6.0	0.163	0.129
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-7.2	0.178	0.152
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-8.4	0.187	0.165
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-3.6	0.13	0.028
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-4.8	0.168	0.048
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-6.0	0.187	0.055
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-7.2	0.19	0.055
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-8.4	0.182	0.054
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-3.6	0.054	-0.025
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-4.8	0.057	-0.026
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-6.0	0.057	-0.036
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-7.2	0.052	-0.049
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-8.4	0.044	-0.06
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-3.6	0.133	0.072
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-4.8	0.193	0.099
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-6.0	0.229	0.111
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-7.2	0.242	0.114
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-8.4	0.244	0.113
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-3.6	0.099	-0.007
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-4.8	0.112	-0.033
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-6.0	0.117	-0.059
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-7.2	0.111	-0.067
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-8.4	0.099	-0.056
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-3.6	0.077	-0.016
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-4.8	0.085	-0.028
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-6.0	0.09	-0.028
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-7.2	0.093	-0.007
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-8.4	0.099	0.027
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-3.6	0.082	0.032
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-4.8	0.098	0.013
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-6.0	0.107	-0.019
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-7.2	0.102	-0.045
