con	motion	model	fwhm	avg_left	avg_right
contrast-Sgain-Base	mot-opt3	mod-AntMod	fwhm-6.0	0.631	0.632
contrast-Sgain-Base	mot-opt3	mod-AntMod	fwhm-7.2	0.459	0.439
contrast-Sgain-Base	mot-opt3	mod-AntMod	fwhm-8.4	0.356	0.329
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-3.6	1.939	2.024
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-4.8	1.182	1.218
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-6.0	0.794	0.805
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-7.2	0.572	0.574
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-8.4	0.431	0.434
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-3.6	1.558	1.819
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-4.8	0.905	1.058
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-6.0	0.586	0.675
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-7.2	0.416	0.47
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-8.4	0.319	0.353
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-3.6	1.693	1.833
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-4.8	1.03	1.084
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-6.0	0.689	0.7
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-7.2	0.498	0.489
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-8.4	0.381	0.365
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-3.6	1.956	2.25
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-4.8	1.149	1.366
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-6.0	0.744	0.902
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-7.2	0.518	0.634
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-8.4	0.382	0.468
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-3.6	1.58	1.837
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-4.8	0.91	1.054
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-6.0	0.583	0.662
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-7.2	0.411	0.452
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-8.4	0.313	0.334
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-3.6	0.358	0.484
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-4.8	0.212	0.295
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-6.0	0.14	0.196
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-7.2	0.1	0.14
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-8.4	0.077	0.104
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-3.6	1.229	1.603
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-4.8	0.718	0.959
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-6.0	0.467	0.631
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-7.2	0.333	0.448
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-8.4	0.257	0.338
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-3.6	1.294	1.617
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-4.8	0.787	0.997
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-6.0	0.526	0.667
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-7.2	0.378	0.476
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-8.4	0.287	0.357
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-3.6	0.384	0.492
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-4.8	0.229	0.295
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-6.0	0.153	0.192
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-7.2	0.111	0.134
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-8.4	0.087	0.099
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-3.6	1.296	1.65
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-4.8	0.747	0.966
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-6.0	0.48	0.62
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-7.2	0.339	0.431
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-8.4	0.26	0.319
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-3.6	1.378	1.623
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-4.8	0.846	0.98
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-6.0	0.573	0.642
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-7.2	0.417	0.449
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-8.4	0.321	0.332
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-3.6	2.349	2.743
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-4.8	1.591	1.752
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-6.0	1.198	1.232
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-7.2	0.976	0.944
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-8.4	0.838	0.776
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-3.6	3.677	3.584
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-4.8	2.506	2.464
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-6.0	1.871	1.872
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-7.2	1.492	1.51
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-8.4	1.246	1.266
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-3.6	2.398	2.907
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-4.8	1.501	1.856
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-6.0	1.043	1.286
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-7.2	0.79	0.952
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-8.4	0.638	0.742
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-3.6	1.918	2.27
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-4.8	1.15	1.286
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-6.0	0.764	0.804
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-7.2	0.556	0.559
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-8.4	0.435	0.427
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-3.6	2.881	3.045
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-4.8	1.79	1.918
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-6.0	1.221	1.35
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-7.2	0.899	1.024
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-8.4	0.699	0.814
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-3.6	2.173	2.479
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-4.8	1.309	1.495
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-6.0	0.867	0.987
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-7.2	0.623	0.709
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-8.4	0.479	0.547
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-3.6	0.838	0.802
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-4.8	0.558	0.545
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-6.0	0.405	0.405
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-7.2	0.316	0.322
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-8.4	0.259	0.269
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-3.6	2.82	3.226
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-4.8	1.871	2.208
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-6.0	1.364	1.63
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-7.2	1.071	1.274
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-8.4	0.887	1.044
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-3.6	2.751	2.287
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-6.0	1.351	1.134
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-7.2	1.055	0.914
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-8.4	0.864	0.776
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-3.6	0.657	0.584
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-4.8	0.42	0.362
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-6.0	0.294	0.246
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-7.2	0.222	0.181
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-8.4	0.176	0.141
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-3.6	2.048	2.261
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-4.8	1.247	1.398
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-6.0	0.836	0.937
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-7.2	0.611	0.673
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-8.4	0.478	0.512
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-3.6	2.259	1.861
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-4.8	1.494	1.171
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-6.0	1.079	0.821
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-7.2	0.831	0.628
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-8.4	0.671	0.51
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-3.6	2.329	2.916
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-4.8	1.557	1.876
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-6.0	1.155	1.313
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-7.2	0.928	0.997
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-8.4	0.789	0.815
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-3.6	3.122	3.675
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-4.8	2.065	2.384
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-6.0	1.503	1.672
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-7.2	1.167	1.251
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-8.4	0.946	0.989
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-3.6	2.692	3.103
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-4.8	1.747	2.032
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-6.0	1.247	1.447
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-7.2	0.962	1.102
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-8.4	0.789	0.889
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-3.6	1.889	2.385
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-4.8	1.131	1.368
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-6.0	0.747	0.851
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-7.2	0.536	0.58
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-8.4	0.412	0.431
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-3.6	2.549	3.085
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-4.8	1.565	1.912
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-6.0	1.053	1.287
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-7.2	0.759	0.926
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-8.4	0.577	0.702
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-3.6	2.533	2.55
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-4.8	1.615	1.575
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-6.0	1.116	1.059
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-7.2	0.82	0.769
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-8.4	0.633	0.598
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-3.6	0.62	0.744
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-4.8	0.402	0.502
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-6.0	0.287	0.368
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-7.2	0.223	0.286
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-8.4	0.185	0.233
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-3.6	2.401	2.768
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-4.8	1.571	1.847
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-6.0	1.131	1.341
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-7.2	0.884	1.04
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-8.4	0.735	0.85
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-3.6	1.991	2.126
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-4.8	1.305	1.424
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-6.0	0.939	1.044
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-7.2	0.728	0.815
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-8.4	0.597	0.667
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-3.6	0.57	0.677
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-4.8	0.364	0.446
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-6.0	0.257	0.318
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-7.2	0.198	0.24
contrast-Sgain-Neut	mot-opt2	mod-AntMod	fwhm-8.4	0.162	0.19
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-3.6	2.088	2.327
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-4.8	1.324	1.508
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-6.0	0.922	1.065
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-7.2	0.696	0.803
contrast-Sgain-Neut	mot-opt2	mod-CueMod	fwhm-8.4	0.562	0.636
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-3.6	1.824	2.03
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-4.8	1.185	1.33
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-6.0	0.85	0.948
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-7.2	0.66	0.72
contrast-Sgain-Neut	mot-opt2	mod-FixMod	fwhm-8.4	0.544	0.575
