con	motion	model	fwhm	avg_left	avg_right
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-6.0	0.05	0.049
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-7.2	0.055	0.045
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-8.4	0.054	0.038
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-3.6	0.026	0.007
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-4.8	0.018	0.003
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-6.0	0.013	0.002
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-7.2	0.01	0.003
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-8.4	0.009	0.004
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-3.6	0.191	0.041
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-4.8	0.144	0.028
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-6.0	0.112	0.025
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-7.2	0.088	0.028
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-8.4	0.071	0.034
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-3.6	-0.015	0.002
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-4.8	-0.018	-0.004
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-6.0	-0.017	-0.003
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-7.2	-0.013	-0.0
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-8.4	-0.008	0.003
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-3.6	0.024	0.002
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-4.8	0.017	0.004
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-6.0	0.012	0.006
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-7.2	0.009	0.007
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-8.4	0.008	0.008
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-3.6	0.173	0.011
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-4.8	0.138	0.02
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-6.0	0.108	0.026
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-7.2	0.084	0.032
