con	motion	model	fwhm	avg_left	avg_right
contrast-Sgain-Base	mot-opt3	mod-AntMod	fwhm-6.0	0.26	0.265
contrast-Sgain-Base	mot-opt3	mod-AntMod	fwhm-7.2	0.198	0.2
contrast-Sgain-Base	mot-opt3	mod-AntMod	fwhm-8.4	0.161	0.161
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-3.6	1.032	1.02
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-4.8	0.633	0.624
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-6.0	0.439	0.426
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-7.2	0.33	0.315
contrast-Sgain-Base	mot-opt3	mod-CueMod	fwhm-8.4	0.263	0.247
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-3.6	0.757	0.724
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-4.8	0.47	0.456
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-6.0	0.337	0.321
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-7.2	0.265	0.244
contrast-Sgain-Base	mot-opt3	mod-FixMod	fwhm-8.4	0.221	0.197
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-3.6	0.604	0.634
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-4.8	0.348	0.383
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-6.0	0.229	0.262
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-7.2	0.167	0.195
contrast-Sgain-Base	mot-opt4	mod-AntMod	fwhm-8.4	0.131	0.155
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-3.6	0.939	0.887
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-4.8	0.548	0.518
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-6.0	0.368	0.341
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-7.2	0.271	0.247
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-8.4	0.213	0.191
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-3.6	0.775	0.762
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-4.8	0.47	0.476
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-6.0	0.326	0.331
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-7.2	0.249	0.247
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-8.4	0.202	0.195
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-3.6	0.175	0.18
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-4.8	0.107	0.111
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-6.0	0.074	0.076
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-7.2	0.056	0.057
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-8.4	0.045	0.045
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-3.6	0.688	0.668
