con	motion	model	fwhm	avg_left	avg_right
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-6.0	0.178	0.198
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-7.0	0.143	0.162
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-3.0	0.715	0.716
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-4.0	0.521	0.527
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-5.0	0.388	0.396
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-6.0	0.298	0.309
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-7.0	0.238	0.25
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-3.0	0.147	0.149
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-4.0	0.107	0.111
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-5.0	0.08	0.084
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-6.0	0.062	0.067
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-7.0	0.05	0.054
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-3.0	0.428	0.44
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-4.0	0.316	0.329
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-5.0	0.238	0.251
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-6.0	0.186	0.198
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-7.0	0.15	0.162
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-3.0	0.727	0.741
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-4.0	0.529	0.547
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-5.0	0.393	0.413
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-6.0	0.301	0.323
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-7.0	0.239	0.262
