con	fwhm	motion	model	jaccard	spearman	ses1_icc_cohensd	ses2_icc_cohensd
Sgain-Neut	3.6	opt1	FixMod	0.020856201975850714	0.418196994966481	0.17459895119435204	0.099295705011436
Sgain-Neut	3.6	opt2	CueMod	0.19271009112386095	0.5180790595785119	0.11235325325459915	0.140094415544364
Sgain-Neut	3.6	opt2	AntMod	0.11527353742057926	0.5259167242096847	0.1431912977712463	0.18070250531193652
Sgain-Neut	3.6	opt2	FixMod	0.057956104252400546	0.4894257738821831	0.13974038863469596	0.14181100045230224
Sgain-Neut	3.6	opt3	CueMod	0.20406278855032317	0.5371823575263284	0.12468587184055757	0.11644450127694046
Sgain-Neut	3.6	opt3	AntMod	0.14474045591870366	0.5433895940855723	0.12016685518424639	0.12800442249147323
Sgain-Neut	3.6	opt3	FixMod	0.08131109833237492	0.510092468793998	0.0988951080895849	0.10299406533161361
Sgain-Neut	3.6	opt4	CueMod	0.22012954658694572	0.5579350367447059	0.13206042984329852	0.12211027435940283
Sgain-Neut	3.6	opt4	AntMod	0.16412948381452316	0.5652681205271282	0.12527787092156636	0.12255453075360728
Sgain-Neut	3.6	opt4	FixMod	0.09138328819339954	0.5252225311721168	0.1019638302979424	0.08754889203414072
Sgain-Neut	4.8	opt1	CueMod	0.0730415823080517	0.44060130078477006	0.08476770192111197	0.07532894916853893
Sgain-Neut	4.8	opt1	AntMod	0.07686548540054904	0.48497971436857057	0.1694518293376157	0.10601628557055214
Sgain-Neut	4.8	opt1	FixMod	0.026371756699276907	0.4684197181006804	0.19035090292413676	0.11121758122203916
Sgain-Neut	4.8	opt2	CueMod	0.2199553468319347	0.5828378081962815	0.1153348043526239	0.13186030534391202
Sgain-Neut	4.8	opt2	AntMod	0.127212281216388	0.5917384278691096	0.14976812742621048	0.1945369132224579
Sgain-Neut	4.8	opt2	FixMod	0.07078773075297103	0.5535344369900429	0.14514846400717876	0.1531841032530813
Sgain-Neut	4.8	opt3	CueMod	0.2336056987219778	0.6039157195924497	0.13872760473062684	0.12592181920959178
Sgain-Neut	4.8	opt3	AntMod	0.16782603612556263	0.6133659423427507	0.13647877662319882	0.14873562038210586
Sgain-Neut	4.8	opt3	FixMod	0.11276893359088788	0.5862673053825738	0.1116018424383452	0.11886061212389577
Sgain-Neut	4.8	opt4	CueMod	0.24943401251831135	0.6334506960336603	0.15185205027815127	0.13086601273223958
Sgain-Neut	4.8	opt4	AntMod	0.18305416576027847	0.6426346766578522	0.1431302849983631	0.1352754383869194
Sgain-Neut	4.8	opt4	FixMod	0.12083762444215586	0.6085086275846251	0.10768897662410629	0.09219576595169596
Sgain-Neut	6.0	opt1	CueMod	0.07882800049037637	0.4657483158435285	0.07519855449629023	0.062288318609141406
Sgain-Neut	6.0	opt1	AntMod	0.07534125155114342	0.5125746927753803	0.16861082726003057	0.10360406312704629
Sgain-Neut	6.0	opt1	FixMod	0.030076871408314054	0.5009165981913751	0.1930144169650864	0.12268983136333657
Sgain-Neut	6.0	opt2	CueMod	0.2250918206727686	0.6274569440673409	0.11460288532861783	0.11348592318062879
Sgain-Neut	6.0	opt2	AntMod	0.13246824391413017	0.6381779404558047	0.1476501609535086	0.19948618838909424
Sgain-Neut	6.0	opt2	FixMod	0.07905430365718508	0.5995125585194132	0.1385527249759587	0.1586332812220525
Sgain-Neut	6.0	opt3	CueMod	0.24434027592819477	0.6481649557192645	0.15221004405612193	0.13631907440610344
Sgain-Neut	6.0	opt3	AntMod	0.175755500385241	0.6606756113175878	0.15272968203283196	0.16986870542621185
Sgain-Neut	6.0	opt3	FixMod	0.13375039956162382	0.6400713352123032	0.12320663706400103	0.1348544210822755
Sgain-Neut	6.0	opt4	CueMod	0.258519036674328	0.683928396030514	0.17323093279646531	0.14014769494153964
Sgain-Neut	6.0	opt4	AntMod	0.18937848758899364	0.693929734399763	0.16178884640066485	0.1501594161212488
Sgain-Neut	6.0	opt4	FixMod	0.1417942259252083	0.6661363930094768	0.11305396851747035	0.09715328707329406
Sgain-Neut	7.2	opt1	CueMod	0.07604047147178472	0.4798936890566688	0.07082348800864423	0.05066539567969141
Sgain-Neut	7.2	opt1	AntMod	0.06729779790080263	0.5277163868396614	0.16877626436055482	0.1037548810959882
Sgain-Neut	7.2	opt1	FixMod	0.027972832968803957	0.5205523295863838	0.19167698501239483	0.13551428575363772
Sgain-Neut	7.2	opt2	CueMod	0.2210161878918312	0.6580339574706808	0.11420599054655373	0.08949456880001688
Sgain-Neut	7.2	opt2	AntMod	0.13384242299158972	0.6715170747544447	0.1435000519566171	0.19786650007960566
Sgain-Neut	7.2	opt2	FixMod	0.08604310053029449	0.6330234237863812	0.12745443080015856	0.15897844375646877
Sgain-Neut	7.2	opt3	CueMod	0.23890712245854823	0.6773820283881868	0.16853467878700776	0.14510831480583994
Sgain-Neut	7.2	opt3	AntMod	0.17483311081441924	0.691833949070635	0.170061120071907	0.18736150756336847
Sgain-Neut	7.2	opt3	FixMod	0.1502928694188208	0.6766503987778831	0.1346537574243312	0.14792761606868504
Sgain-Neut	7.2	opt4	CueMod	0.2536194721685273	0.7167351059847622	0.19497908755022955	0.1494106449705104
Sgain-Neut	7.2	opt4	AntMod	0.19207290099973456	0.7270094707431564	0.18053197466601584	0.16624659271333533
Sgain-Neut	7.2	opt4	FixMod	0.1606065928918555	0.704651451164945	0.1215936541389643	0.10225422237402358
Sgain-Neut	8.4	opt1	CueMod	0.06722454672245468	0.48479042633508	0.07348514287872443	0.04042953980745718
Sgain-Neut	8.4	opt1	AntMod	0.05879008414828293	0.5342029254794147	0.17358375467108644	0.10548419153688732
Sgain-Neut	8.4	opt1	FixMod	0.025202863961813843	0.5328381179512511	0.19062609652664528	0.1487562072183202
Sgain-Neut	8.4	opt2	CueMod	0.21175868718271618	0.6786261872101769	0.11405693317053894	0.06322325338424777
Sgain-Neut	8.4	opt2	AntMod	0.13087193011373	0.6950656914121227	0.13901737691357144	0.19216209243481283
Sgain-Neut	8.4	opt2	FixMod	0.09111987015998145	0.6566942981204811	0.11555867858381998	0.15526320830753398
Sgain-Neut	8.4	opt3	CueMod	0.22944873406356617	0.6976787261587665	0.18624839980054078	0.15219629449425226
Sgain-Neut	8.4	opt3	AntMod	0.17192346756704824	0.7123092004971732	0.18521731689554052	0.20006429375028573
Sgain-Neut	8.4	opt3	FixMod	0.1605073824727672	0.7009510956480433	0.14494678537646832	0.1567293351592607
Sgain-Neut	8.4	opt4	CueMod	0.24819245431839093	0.7387494639330656	0.2152514487630029	0.15750389537485265
Sgain-Neut	8.4	opt4	AntMod	0.19531923040107207	0.7485556683524828	0.1973502131762564	0.18067308132658036
Sgain-Neut	8.4	opt4	FixMod	0.17271048140094925	0.7300937131481681	0.1319588878923828	0.10613604036386451
Lgain-Base	3.6	opt1	CueMod	0.1566134703813903	0.8319228062879449	-0.3854585518827802	-0.4271788982334945
Lgain-Base	3.6	opt1	AntMod	0.1147240668651248	0.7745321167329267	-0.21323245966285093	-0.22143916826351162
Lgain-Base	3.6	opt1	FixMod	0.3746944414921884	0.8177131729586921	0.21116446472388697	0.28612859624914483
Lgain-Base	3.6	opt2	CueMod	0.18476371107950054	0.8308125620580415	-0.3554138671141994	-0.411115579982633
Lgain-Base	3.6	opt2	AntMod	0.16420919974795212	0.8397864886998674	-0.16274951407871363	-0.20845232328815674
Lgain-Base	3.6	opt2	FixMod	0.44518518518518513	0.8436402964150373	0.20367816309670625	0.23796241357107062
Lgain-Base	3.6	opt3	CueMod	0.26787898556633777	0.854464518793749	-0.3243872360331089	-0.35905243351155375
Lgain-Base	3.6	opt3	AntMod	0.22559955382041272	0.8490725754996622	-0.15127374223605144	-0.184099164271978
Lgain-Base	3.6	opt3	FixMod	0.3823917286490478	0.8544165097755169	0.12381830838072973	0.12452607597423564
Lgain-Base	3.6	opt4	CueMod	0.29656790847755937	0.8597901083713115	-0.3213317517179741	-0.3629308505160475
Lgain-Base	3.6	opt4	AntMod	0.22049430713690643	0.8501767251493905	-0.16347489102727442	-0.19144400062414954
Lgain-Base	3.6	opt4	FixMod	0.38677791818858515	0.8590986408305499	0.10005420717054969	0.11679274025033456
Lgain-Base	4.8	opt1	CueMod	0.17573621208783138	0.8559456665693485	-0.3654930587386289	-0.42306069869968965
Lgain-Base	4.8	opt1	AntMod	0.12640845070422535	0.8086646079473834	-0.2543655779108366	-0.26523338902835464
Lgain-Base	4.8	opt1	FixMod	0.43041800643086825	0.8393320415182441	0.16564975637118726	0.25891519504421473
Lgain-Base	4.8	opt2	CueMod	0.2394270122783083	0.8517687238926984	-0.30382745595282185	-0.3809473935892216
Lgain-Base	4.8	opt2	AntMod	0.18559093863151052	0.8754281757925964	-0.2110812065548203	-0.25453724344418105
Lgain-Base	4.8	opt2	FixMod	0.503612513370991	0.8615672045428411	0.14212016885847514	0.19767570778075996
Lgain-Base	4.8	opt3	CueMod	0.3056406912292142	0.8814996477273179	-0.2877386807143535	-0.3280472855201758
Lgain-Base	4.8	opt3	AntMod	0.2794117647058824	0.8888559222718976	-0.16941906136154947	-0.2040862273367876
Lgain-Base	4.8	opt3	FixMod	0.4239850494400513	0.8806073397629889	0.07888030457618535	0.08600861640595021
Lgain-Base	4.8	opt4	CueMod	0.3280256601179907	0.8862821124382277	-0.2830312732755001	-0.33054071767741583
Lgain-Base	4.8	opt4	AntMod	0.2764063132335087	0.8897603288704281	-0.1848062480905809	-0.21305925328922126
Lgain-Base	4.8	opt4	FixMod	0.4355472791226981	0.8858571183980345	0.0441920616110393	0.06943251974826843
Lgain-Base	6.0	opt1	CueMod	0.18962233169129722	0.8713536547001961	-0.3446156971543046	-0.41333939501781375
Lgain-Base	6.0	opt1	AntMod	0.12366506732703915	0.8279661138452209	-0.283462526960655	-0.296032457218621
Lgain-Base	6.0	opt1	FixMod	0.47509453340180197	0.8493045962139136	0.11751741684180879	0.22775463046251337
Lgain-Base	6.0	opt2	CueMod	0.2647076942031664	0.8653122397343637	-0.24901443950471025	-0.34397137419611473
Lgain-Base	6.0	opt2	AntMod	0.18065706902916207	0.8965436285688128	-0.25471921408274245	-0.29244486229261646
Lgain-Base	6.0	opt2	FixMod	0.5504070971582857	0.8707044560805262	0.07962709389442545	0.1568899596683982
Lgain-Base	6.0	opt3	CueMod	0.33168149566392613	0.89631652585917	-0.24605986039966318	-0.29180556709931654
Lgain-Base	6.0	opt3	AntMod	0.30888983411314336	0.9119045654322436	-0.1922500664943	-0.2244096054571023
Lgain-Base	6.0	opt3	FixMod	0.4613929617001795	0.8942446125197775	0.031021148123835097	0.05115811972265259
Lgain-Base	6.0	opt4	CueMod	0.3497647981183849	0.900223556307821	-0.23892393767061135	-0.29209658038540476
Lgain-Base	6.0	opt4	AntMod	0.3084634346754314	0.9124613567156352	-0.20934239771700286	-0.23513148160557304
Lgain-Base	6.0	opt4	FixMod	0.47402790852866533	0.8993736469619208	-0.014014655415519058	0.026868534981445154
Lgain-Base	7.2	opt1	CueMod	0.19376095762045828	0.8800473191043415	-0.3299422683353891	-0.4043416956881
Lgain-Base	7.2	opt1	AntMod	0.1182511737089202	0.8387005919117417	-0.3031577298732501	-0.3168175497354333
Lgain-Base	7.2	opt1	FixMod	0.5075881332261204	0.852361779070172	0.07445350224462247	0.19920357300632613
Lgain-Base	7.2	opt2	CueMod	0.2789476720706167	0.8732262819940759	-0.1996242439692745	-0.3079973878519856
Lgain-Base	7.2	opt2	AntMod	0.17178582879127924	0.9097778853895351	-0.2915688365639843	-0.3227529547322189
Lgain-Base	7.2	opt2	FixMod	0.5813522406042912	0.8748307296104778	0.025134927782431298	0.12075473587192734
Lgain-Base	7.2	opt3	CueMod	0.3465103179886323	0.903259802409673	-0.2062249232630944	-0.25840625544144974
Lgain-Base	7.2	opt3	AntMod	0.3228533293786149	0.9258770664381413	-0.21660160231852776	-0.24489263090252947
Lgain-Base	7.2	opt3	FixMod	0.4826442007282756	0.9013588450875498	-0.012792677948769473	0.02138651603029022
Lgain-Base	7.2	opt4	CueMod	0.36779661016949156	0.9061631746604752	-0.1972739536231657	-0.25548527962057643
Lgain-Base	7.2	opt4	AntMod	0.32169824761362015	0.9259680077765448	-0.23229931576332513	-0.25571980995883453
Lgain-Base	7.2	opt4	FixMod	0.5047645709732645	0.9058580084282468	-0.06689951378981683	-0.008265453867497375
Lgain-Base	8.4	opt1	CueMod	0.19507400555041626	0.8839785620659402	-0.32257442199604364	-0.39842637354324584
Lgain-Base	8.4	opt1	AntMod	0.11674669867947178	0.8445566870653168	-0.31657091802610227	-0.3310730820287743
Lgain-Base	8.4	opt1	FixMod	0.5293056666509827	0.8515565561554372	0.03880051648438197	0.17514152243429768
Lgain-Base	8.4	opt2	CueMod	0.2868165045286817	0.8775421057509427	-0.1577378777824105	-0.276110208120887
Lgain-Base	8.4	opt2	AntMod	0.16379874962786545	0.9186023859722301	-0.3226988625058397	-0.34793228479418986
Lgain-Base	8.4	opt2	FixMod	0.6046645279093285	0.8759466977469499	-0.018803184967806953	0.09015725513607327
Lgain-Base	8.4	opt3	CueMod	0.35882438246241605	0.9056799929001805	-0.17127393029059662	-0.23093395667846203
Lgain-Base	8.4	opt3	AntMod	0.3339262502565506	0.9350043774399542	-0.2398570275757129	-0.26515834775134905
Lgain-Base	8.4	opt3	FixMod	0.4993345913198927	0.9051366996229727	-0.04960913834879257	-0.0039033443793778802
Lgain-Base	8.4	opt4	CueMod	0.3887778108648487	0.90739665807797	-0.16222331231295412	-0.2243246935141065
Lgain-Base	8.4	opt4	AntMod	0.3302740434332988	0.9345177520439971	-0.2501167646189335	-0.2726944546426319
Lgain-Base	8.4	opt4	FixMod	0.528353664643551	0.9087457704510592	-0.11188289541445169	-0.03695858890163512
Sgain-Base	3.6	opt1	CueMod	0.13081930966711705	0.8031122812714259	-0.3759421035623513	-0.43346024760928575
Sgain-Base	3.6	opt1	AntMod	0.027559055118110236	0.7216745104848394	-0.2498352357046487	-0.2967568429016401
Sgain-Base	3.6	opt1	FixMod	0.2903702244978338	0.793326133476774	0.19623800890100165	0.2302125241958298
Sgain-Base	3.6	opt2	CueMod	0.2347023316368801	0.8113302492081662	-0.32498752329961783	-0.41058736346304053
Sgain-Base	3.6	opt2	AntMod	0.06216103462661661	0.8134175208724194	-0.2228945301666104	-0.28941952949404237
Sgain-Base	3.6	opt2	FixMod	0.3250441065277661	0.8207017014057505	0.19710863941570947	0.1994833213636716
Sgain-Base	3.6	opt3	CueMod	0.2451888809693514	0.8534972002094998	-0.2736549470862261	-0.3252427858191062
Sgain-Base	3.6	opt3	AntMod	0.13684871311989955	0.8079022615229183	-0.20996258383204677	-0.26730415680040787
Sgain-Base	3.6	opt3	FixMod	0.3318948607296979	0.8079148857474665	0.12730543031472566	0.08658867479413894
Sgain-Base	3.6	opt4	CueMod	0.27297801573781133	0.8657097712890484	-0.28994237869752043	-0.33837080092483873
Sgain-Base	3.6	opt4	AntMod	0.12915851272015658	0.8098979159199662	-0.21287865272865794	-0.2580100231157811
Sgain-Base	3.6	opt4	FixMod	0.329347795143337	0.815606214011687	0.09776402150145139	0.06807436740792984
Sgain-Base	4.8	opt1	CueMod	0.1391974382067447	0.8230438086849834	-0.3478744652826615	-0.4201494067418068
Sgain-Base	4.8	opt1	AntMod	0.03872437357630979	0.7604126469266205	-0.2834990041744507	-0.3445921387023564
Sgain-Base	4.8	opt1	FixMod	0.32706465485822583	0.8224568039540678	0.16665531519675134	0.22051023261890787
Sgain-Base	4.8	opt2	CueMod	0.2828868452618952	0.8253269069283335	-0.2575251214906633	-0.37936826444905447
Sgain-Base	4.8	opt2	AntMod	0.06150206978119456	0.8538431709065689	-0.27181092661879397	-0.343216400657999
Sgain-Base	4.8	opt2	FixMod	0.3632601816621187	0.8442527344466058	0.15581602197172534	0.1745726178513978
Sgain-Base	4.8	opt3	CueMod	0.28903749021839653	0.8759180102683567	-0.21468203776962055	-0.2857492031193443
Sgain-Base	4.8	opt3	AntMod	0.17387218045112782	0.8521111743468109	-0.23457026978948137	-0.2994872558220035
Sgain-Base	4.8	opt3	FixMod	0.37189416282968024	0.8440276603006881	0.10063953325507856	0.0574856672871502
Sgain-Base	4.8	opt4	CueMod	0.31584087505696984	0.8881947154266774	-0.2329656578864664	-0.30128790810121714
Sgain-Base	4.8	opt4	AntMod	0.1660760689818096	0.8539239632028806	-0.23612713768528645	-0.2858582540766332
Sgain-Base	4.8	opt4	FixMod	0.36738736819682605	0.8515740183513032	0.055807021946817754	0.02917006118649844
Sgain-Base	6.0	opt1	CueMod	0.13577394704105208	0.8353770914008971	-0.3158082617796789	-0.39775923231537264
Sgain-Base	6.0	opt1	AntMod	0.045486354093771865	0.7841148754960157	-0.3081381186260853	-0.3784674527501135
Sgain-Base	6.0	opt1	FixMod	0.35726414955037433	0.8387125918121672	0.12884004480153016	0.202579973413547
Sgain-Base	6.0	opt2	CueMod	0.32093023255813957	0.8338689392693127	-0.1871443254733812	-0.3408979054709769
Sgain-Base	6.0	opt2	AntMod	0.04793703792034343	0.8779894085085532	-0.3185096951789137	-0.3893160933812488
Sgain-Base	6.0	opt2	FixMod	0.38400931907232866	0.8563139511767072	0.10646800381415153	0.1430488313063359
Sgain-Base	6.0	opt3	CueMod	0.3181674165135289	0.8878312763132631	-0.15522402999939877	-0.2480023290171827
Sgain-Base	6.0	opt3	AntMod	0.18885207561878775	0.8784581374558351	-0.26063949633386596	-0.3291628474227734
Sgain-Base	6.0	opt3	FixMod	0.39807107481101744	0.8645206759751234	0.06829876766745752	0.026558270293241273
Sgain-Base	6.0	opt4	CueMod	0.35424440298507465	0.8992426396444085	-0.17409119307872842	-0.26486816513846806
Sgain-Base	6.0	opt4	AntMod	0.18320910160847392	0.8795844233682147	-0.26299345389790774	-0.3139012394264173
Sgain-Base	6.0	opt4	FixMod	0.3951614322160641	0.8712859091821835	0.007402944537564948	-0.012890466573858339
Sgain-Base	7.2	opt1	CueMod	0.13056404327359813	0.8414895091215344	-0.2872883696503593	-0.374071629400816
Sgain-Base	7.2	opt1	AntMod	0.04209799861973775	0.7983652234225022	-0.3257903418261831	-0.4025132212584953
Sgain-Base	7.2	opt1	FixMod	0.3791189202953909	0.8472435699417423	0.09168821223385541	0.1822077732241016
Sgain-Base	7.2	opt2	CueMod	0.34028589409332016	0.8383026379985432	-0.12286050662425105	-0.3012615005350627
Sgain-Base	7.2	opt2	AntMod	0.03604179995734698	0.893251330542489	-0.36130400363367493	-0.4288888958115901
Sgain-Base	7.2	opt2	FixMod	0.40703385945379533	0.8623083211594718	0.05728221042107589	0.11007505978627033
Sgain-Base	7.2	opt3	CueMod	0.3436769903552387	0.8924087449664085	-0.10280345251570333	-0.21655665906938668
Sgain-Base	7.2	opt3	AntMod	0.18283712784588443	0.8946669996754611	-0.28822326790459024	-0.3574609351371271
Sgain-Base	7.2	opt3	FixMod	0.42488327382587204	0.8758540658525725	0.03551083643806371	-0.0034433050897551497
Sgain-Base	7.2	opt4	CueMod	0.3774812708481436	0.9026878347332442	-0.12065955739169594	-0.2335542135488137
Sgain-Base	7.2	opt4	AntMod	0.19164619164619165	0.8950038961631639	-0.2905597466019613	-0.3414652615588153
Sgain-Base	7.2	opt4	FixMod	0.42224152910512597	0.881684521363594	-0.039283119930293375	-0.05278687977234869
Sgain-Base	8.4	opt1	CueMod	0.12790976721862252	0.8436233803543333	-0.2652569033943392	-0.354039755436507
Sgain-Base	8.4	opt1	AntMod	0.040470934510669604	0.8068757719110773	-0.33820117256882526	-0.4199898638629783
Sgain-Base	8.4	opt1	FixMod	0.39567217583915487	0.8506175966757749	0.0595322838398008	0.16242668253627815
Sgain-Base	8.4	opt2	CueMod	0.35705898292837146	0.8400540324449184	-0.06790915603770774	-0.2642297586003629
Sgain-Base	8.4	opt2	AntMod	0.028759244042728015	0.9037497910017382	-0.4001350251985812	-0.46357069288098557
Sgain-Base	8.4	opt2	FixMod	0.4222203186568443	0.8645502685842658	0.012189783329111558	0.078524624062718
Sgain-Base	8.4	opt3	CueMod	0.3605498120300752	0.8925203902590679	-0.059922406569699285	-0.19236617024524413
Sgain-Base	8.4	opt3	AntMod	0.17260088165479825	0.9053296930265836	-0.31597769009592197	-0.3846032430983727
Sgain-Base	8.4	opt3	FixMod	0.44398846495119776	0.881660334070476	0.0040942926855159645	-0.03177254460885421
Sgain-Base	8.4	opt4	CueMod	0.39587979186577466	0.901743896568877	-0.07529319034673171	-0.20818869871651532
