path,DLH,RESEL
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Base_mask-mni152_mot-opt4_mod-FixMod_fwhm-4.8_stat-residuals.nii.gz,0.118345,39.1903
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Base_mask-mni152_mot-opt4_mod-FixMod_fwhm-6.0_stat-residuals.nii.gz,0.0600613,77.2208
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Base_mask-mni152_mot-opt4_mod-FixMod_fwhm-7.2_stat-residuals.nii.gz,0.0331077,140.088
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Base_mask-mni152_mot-opt4_mod-FixMod_fwhm-8.4_stat-residuals.nii.gz,0.0197061,235.357
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-AntMod_fwhm-3.6_stat-residuals.nii.gz,0.260131,17.8294
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-AntMod_fwhm-4.8_stat-residuals.nii.gz,0.120141,38.6045
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-AntMod_fwhm-6.0_stat-residuals.nii.gz,0.0593355,78.1654
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-AntMod_fwhm-7.2_stat-residuals.nii.gz,0.0317105,146.26
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-AntMod_fwhm-8.4_stat-residuals.nii.gz,0.0182633,253.951
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-CueMod_fwhm-3.6_stat-residuals.nii.gz,0.262063,17.698
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-CueMod_fwhm-4.8_stat-residuals.nii.gz,0.120901,38.362
