con	motion	model	fwhm	avg_left	avg_right
contrast-Sgain-Base	mot-opt4	mod-CueMod	fwhm-8.4	0.154	0.068
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-3.6	0.012	0.002
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-4.8	0.011	0.001
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-6.0	0.009	0.005
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-7.2	0.011	0.014
contrast-Sgain-Base	mot-opt4	mod-FixMod	fwhm-8.4	0.018	0.025
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-3.6	-0.004	-0.086
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-4.8	-0.018	-0.097
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-6.0	-0.024	-0.088
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-7.2	-0.02	-0.066
contrast-Sgain-Neut	mot-opt3	mod-AntMod	fwhm-8.4	-0.008	-0.038
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-3.6	-0.003	-0.085
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-4.8	-0.024	-0.099
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-6.0	-0.044	-0.095
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-7.2	-0.055	-0.076
contrast-Sgain-Neut	mot-opt3	mod-CueMod	fwhm-8.4	-0.057	-0.047
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-3.6	0.002	-0.072
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-4.8	0.007	-0.078
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-6.0	0.019	-0.068
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-7.2	0.035	-0.05
contrast-Sgain-Neut	mot-opt3	mod-FixMod	fwhm-8.4	0.052	-0.032
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-3.6	0.006	-0.077
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-4.8	-0.005	-0.088
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-6.0	-0.012	-0.081
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-7.2	-0.01	-0.06
contrast-Sgain-Neut	mot-opt4	mod-AntMod	fwhm-8.4	-0.0	-0.033
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-3.6	0.014	-0.071
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-4.8	-0.001	-0.082
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-6.0	-0.018	-0.08
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-7.2	-0.03	-0.062
contrast-Sgain-Neut	mot-opt4	mod-CueMod	fwhm-8.4	-0.034	-0.036
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-3.6	-0.001	-0.052
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-4.8	0.004	-0.057
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-6.0	0.015	-0.048
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-7.2	0.033	-0.029
contrast-Sgain-Neut	mot-opt4	mod-FixMod	fwhm-8.4	0.052	-0.008
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-3.6	0.023	0.002
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-4.8	0.049	0.027
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-6.0	0.079	0.061
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-7.2	0.11	0.092
contrast-Lgain-Base	mot-opt1	mod-AntMod	fwhm-8.4	0.137	0.115
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-3.6	0.094	0.058
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-4.8	0.102	0.068
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-6.0	0.108	0.079
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-7.2	0.115	0.092
contrast-Lgain-Base	mot-opt1	mod-CueMod	fwhm-8.4	0.127	0.107
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-3.6	0.038	-0.018
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-4.8	0.058	-0.003
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-6.0	0.086	0.026
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-7.2	0.121	0.058
contrast-Lgain-Base	mot-opt1	mod-FixMod	fwhm-8.4	0.155	0.091
contrast-Lgain-Base	mot-opt2	mod-AntMod	fwhm-3.6	0.042	0.04
